ANO,DEPARTAMENTO,CODIGO MUNICIPIO,MUNICIPIO,META,DOSIS APLICADAS,COBERTURA
2009,ANTIOQUIA,5310,GOMEZ PLATA,220,131,59.5
2009,ANTIOQUIA,5313,GRANADA,184,125,67.9
2009,ANTIOQUIA,5315,GUADALUPE,111,115,103.6
2009,ANTIOQUIA,5318,GUARNE,866,484,55.9
2009,ANTIOQUIA,5321,GUATAPE,96,66,68.8
2009,ANTIOQUIA,5347,HELICONIA,129,70,54.3
2009,ANTIOQUIA,5353,HISPANIA,85,75,88.2
2009,ANTIOQUIA,5364,JARDIN,299,203,67.9
2009,ANTIOQUIA,5368,JERICO,227,146,64.3
2009,ANTIOQUIA,5376,LA CEJA,874,631,72.2
2009,ANTIOQUIA,5380,LA ESTRELLA,987,376,38.1
2009,ANTIOQUIA,5390,LA PINTADA,129,113,87.6
2009,ANTIOQUIA,5400,LA UNION,379,285,75.2
2009,ANTIOQUIA,5411,LIBORINA,155,162,104.5
2009,ANTIOQUIA,5425,MACEO,136,128,94.1
2009,ANTIOQUIA,5440,MARINILLA,1000,632,63.2
2009,ANTIOQUIA,5001,MEDELLIN,28948,28650,99
2009,ANTIOQUIA,5467,MONTEBELLO,129,82,63.6
2009,ANTIOQUIA,5475,MURINDO,86,89,103.5
2009,ANTIOQUIA,5480,MUTATA,427,407,95.3
2009,ANTIOQUIA,5483,NARIÃ‘O,361,164,45.4
2009,ANTIOQUIA,5495,NECHI,531,412,77.6
2009,ANTIOQUIA,5490,NECOCLI,1389,1419,102.2
2009,ANTIOQUIA,5501,OLAYA,66,46,69.7
2009,ANTIOQUIA,5543,PEQUE,222,158,71.2
2009,ANTIOQUIA,5541,PEÃ‘OL,328,213,64.9
2009,ANTIOQUIA,5576,PUEBLORRICO,164,122,74.4
2009,ANTIOQUIA,5579,PUERTO BERRIO,776,825,106.3
2009,ANTIOQUIA,5585,PUERTO NARE,377,272,72.1
2009,ANTIOQUIA,5591,PUERTO TRIUNFO,388,308,79.4
2009,ANTIOQUIA,5604,REMEDIOS,532,448,84.2
2009,ANTIOQUIA,5607,RETIRO,335,177,52.8
2009,ANTIOQUIA,5615,RIONEGRO,1903,1506,79.1
2009,ANTIOQUIA,5628,SABANALARGA,201,148,73.6
2009,ANTIOQUIA,5631,SABANETA,499,389,78
2009,ANTIOQUIA,5642,SALGAR,407,285,70
2009,ANTIOQUIA,5649,SAN CARLOS,327,184,56.3
2009,ANTIOQUIA,5652,SAN FRANCISCO,124,135,108.9
2009,ANTIOQUIA,5656,SAN JERONIMO,239,154,64.4
2009,ANTIOQUIA,5658,SAN JOSE DE LA MONTAÃ‘A,80,75,93.8
2009,ANTIOQUIA,5659,SAN JUAN DE URABA,699,523,74.8
2009,ANTIOQUIA,5660,SAN LUIS,242,221,91.3
2009,ANTIOQUIA,5664,SAN PEDRO,492,389,79.1
2009,ANTIOQUIA,5665,SAN PEDRO DE URABA,820,794,96.8
2009,ANTIOQUIA,5667,SAN RAFAEL,232,219,94.4
2009,ANTIOQUIA,5670,SAN ROQUE,383,368,96.1
2009,ANTIOQUIA,5674,SAN VICENTE,307,253,82.4
2009,ANTIOQUIA,5686,SANTA ROSA DE OSOS,617,597,96.8
2009,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,499,341,68.3
2009,ANTIOQUIA,5690,SANTO DOMINGO,225,162,72
2009,ANTIOQUIA,5736,SEGOVIA,840,667,79.4
2009,ANTIOQUIA,5756,SONSON,649,641,98.8
2009,ANTIOQUIA,5761,SOPETRAN,259,171,66
2009,ANTIOQUIA,5789,TAMESIS,249,192,77.1
2009,ANTIOQUIA,5790,TARAZA,1081,858,79.4
2009,ANTIOQUIA,5792,TARSO,159,68,42.8
2009,ANTIOQUIA,5809,TITIRIBI,218,120,55
2009,ANTIOQUIA,5819,TOLEDO,157,109,69.4
2009,ANTIOQUIA,5837,TURBO,3521,2549,72.4
2009,ANTIOQUIA,5842,URAMITA,182,148,81.3
2009,ANTIOQUIA,5847,URRAO,907,467,51.5
2009,ANTIOQUIA,5854,VALDIVIA,502,478,95.2
2009,ANTIOQUIA,5856,VALPARAISO,123,67,54.5
2009,ANTIOQUIA,5858,VEGACHI,249,195,78.3
2009,ATLANTICO,8078,BARANOA,1039,1058,101.8
2009,ATLANTICO,8001,BARRANQUILLA,20345,22737,111.8
2009,ATLANTICO,8137,CAMPO DE LA CRUZ,373,366,98.1
2009,ATLANTICO,8141,CANDELARIA,253,267,105.5
2009,ATLANTICO,8296,GALAPA,768,766,99.7
2009,ATLANTICO,8372,JUAN DE ACOSTA,299,293,98
2009,ATLANTICO,8421,LURUACO,553,557,100.7
2009,ATLANTICO,8433,MALAMBO,2334,2321,99.4
2009,ATLANTICO,8436,MANATI,281,276,98.2
2009,ATLANTICO,8520,PALMAR DE VARELA,451,486,107.8
2009,ATLANTICO,8549,PIOJO,113,111,98.2
2009,ATLANTICO,8558,POLONUEVO,279,290,103.9
2009,ATLANTICO,8560,PONEDERA,457,459,100.4
2009,ATLANTICO,8573,PUERTO COLOMBIA,468,496,106
2009,ATLANTICO,8606,REPELON,558,565,101.3
2009,ATLANTICO,8634,SABANAGRANDE,530,536,101.1
2009,ATLANTICO,8638,SABANALARGA,1962,1912,97.5
2009,ATLANTICO,8675,SANTA LUCIA,254,249,98
2009,ATLANTICO,8685,SANTO TOMAS,424,419,98.8
2009,ATLANTICO,8758,SOLEDAD,10366,10259,99
2009,ATLANTICO,8770,SUAN,168,165,98.2
2009,ATLANTICO,8832,TUBARA,209,205,98.1
2009,ATLANTICO,8849,USIACURI,184,179,97.3
2009,NORTE DE SANTANDER,54003,ABREGO,869,914,105.2
2009,NORTE DE SANTANDER,54051,ARBOLEDAS,191,186,97.4
2009,NORTE DE SANTANDER,54099,BOCHALEMA,135,139,103
2009,NORTE DE SANTANDER,54109,BUCARASICA,104,117,112.5
2009,NORTE DE SANTANDER,54128,CACHIRA,253,270,106.7
2009,NORTE DE SANTANDER,54125,CACOTA,47,37,78.7
2009,NORTE DE SANTANDER,54172,CHINACOTA,302,291,96.4
2009,NORTE DE SANTANDER,54174,CHITAGA,216,168,77.8
2009,NORTE DE SANTANDER,54206,CONVENCION,336,398,118.5
2009,NORTE DE SANTANDER,54001,CUCUTA,11298,11730,103.8
2009,NORTE DE SANTANDER,54223,CUCUTILLA,191,104,54.5
2009,NORTE DE SANTANDER,54239,DURANIA,72,65,90.3
2009,NORTE DE SANTANDER,54245,EL CARMEN,367,392,106.8
2009,NORTE DE SANTANDER,54250,EL TARRA,296,332,112.2
2009,NORTE DE SANTANDER,54261,EL ZULIA,486,498,102.5
2009,NORTE DE SANTANDER,54313,GRAMALOTE,135,99,73.3
2009,NORTE DE SANTANDER,54344,HACARI,292,278,95.2
2009,NORTE DE SANTANDER,54347,HERRAN,61,52,85.2
2009,NORTE DE SANTANDER,54385,LA ESPERANZA,308,275,89.3
2009,NORTE DE SANTANDER,54398,LA PLAYA,170,195,114.7
2009,NORTE DE SANTANDER,54377,LABATECA,124,80,64.5
2009,NORTE DE SANTANDER,54405,LOS PATIOS,1276,1142,89.5
2009,NORTE DE SANTANDER,54418,LOURDES,72,82,113.9
2009,NORTE DE SANTANDER,54480,MUTISCUA,74,71,95.9
2009,NORTE DE SANTANDER,54498,OCAÃ‘A,1675,1998,119.3
2009,NORTE DE SANTANDER,54518,PAMPLONA,1008,861,85.4
2009,NORTE DE SANTANDER,54520,PAMPLONITA,100,84,84
2009,NORTE DE SANTANDER,54553,PUERTO SANTANDER,183,216,118
2009,NORTE DE SANTANDER,54599,RAGONVALIA,117,108,92.3
2009,NORTE DE SANTANDER,54660,SALAZAR,195,195,100
2009,NORTE DE SANTANDER,54670,SAN CALIXTO,364,378,103.8
2009,NORTE DE SANTANDER,54673,SAN CAYETANO,105,102,97.1
2009,NORTE DE SANTANDER,54680,SANTIAGO,59,46,78
2009,NORTE DE SANTANDER,54720,SARDINATA,567,486,85.7
2009,NORTE DE SANTANDER,54743,SILOS,103,100,97.1
2009,NORTE DE SANTANDER,54800,TEORAMA,546,521,95.4
2009,NORTE DE SANTANDER,54810,TIBU,948,952,100.4
2009,NORTE DE SANTANDER,54820,TOLEDO,359,284,79.1
2009,NORTE DE SANTANDER,54871,VILLA CARO,121,100,82.6
2009,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1501,1435,95.6
2009,SANTANDER,68013,AGUADA,39,26,66.7
2009,SANTANDER,68020,ALBANIA,101,54,53.5
2009,SANTANDER,68051,ARATOCA,159,134,84.3
2009,SANTANDER,68077,BARBOSA,506,409,80.8
2009,SANTANDER,68079,BARICHARA,139,114,82
2009,SANTANDER,68081,BARRANCABERMEJA,3306,3810,115.2
2009,SANTANDER,68092,BETULIA,115,67,58.3
2009,SANTANDER,68101,BOLIVAR,285,139,48.8
2009,SANTANDER,68001,BUCARAMANGA,7553,9385,124.3
2009,SANTANDER,68121,CABRERA,44,25,56.8
2009,SANTANDER,68132,CALIFORNIA,37,30,81.1
2009,SANTANDER,68147,CAPITANEJO,102,90,88.2
2009,SANTANDER,68152,CARCASI,85,65,76.5
2009,SANTANDER,68160,CEPITA,41,26,63.4
2009,SANTANDER,68162,CERRITO,116,66,56.9
2009,SANTANDER,68167,CHARALA,210,195,92.9
2009,SANTANDER,68169,CHARTA,49,27,55.1
2009,SANTANDER,68176,CHIMA,47,41,87.2
2009,SANTANDER,68179,CHIPATA,92,46,50
2009,SANTANDER,68190,CIMITARRA,883,768,87
2009,SANTANDER,68207,CONCEPCION,102,83,81.4
2009,SANTANDER,68209,CONFINES,51,43,84.3
2009,SANTANDER,68211,CONTRATACION,87,48,55.2
2009,SANTANDER,68217,COROMORO,148,74,50
2009,SANTANDER,68229,CURITI,218,139,63.8
2009,SANTANDER,68235,EL CARMEN DE CHUCURI,376,297,79
2009,SANTANDER,68245,EL GUACAMAYO,39,24,61.5
2009,SANTANDER,68250,EL PEÃ‘ON,137,94,68.6
2009,SANTANDER,68255,EL PLAYON,284,257,90.5
2009,SANTANDER,68264,ENCINO,58,53,91.4
2009,SANTANDER,68266,ENCISO,64,50,78.1
2009,SANTANDER,68271,FLORIAN,138,114,82.6
2009,SANTANDER,68276,FLORIDABLANCA,3876,3970,102.4
2009,SANTANDER,68296,GALAN,52,54,103.8
2009,SANTANDER,68298,GAMBITA,109,59,54.1
2009,SANTANDER,68307,GIRON,2697,2369,87.8
2009,SANTANDER,68318,GUACA,125,105,84
2009,SANTANDER,68320,GUADALUPE,111,71,64
2009,SANTANDER,68322,GUAPOTA,45,34,75.6
2009,SANTANDER,68324,GUAVATA,68,42,61.8
2009,SANTANDER,68344,HATO,37,35,94.6
2009,SANTANDER,68368,JESUS MARIA,69,41,59.4
2009,SANTANDER,68370,JORDAN,23,20,87
2009,SANTANDER,68377,LA BELLEZA,175,122,69.7
2009,SANTANDER,68397,LA PAZ,97,59,60.8
2009,SANTANDER,68385,LANDAZURI,347,271,78.1
2009,SANTANDER,68406,LEBRIJA,679,654,96.3
2009,SANTANDER,68418,LOS SANTOS,229,208,90.8
2009,SANTANDER,68425,MACARAVITA,42,38,90.5
2009,SANTANDER,68432,MALAGA,310,293,94.5
2009,SANTANDER,68444,MATANZA,104,76,73.1
2009,SANTANDER,68464,MOGOTES,239,174,72.8
2009,SANTANDER,68468,MOLAGAVITA,98,60,61.2
2009,SANTANDER,68498,OCAMONTE,97,70,72.2
2009,SANTANDER,68500,OIBA,241,142,58.9
2009,SANTANDER,68502,ONZAGA,120,59,49.2
2009,SANTANDER,68522,PALMAR,55,15,27.3
2009,SANTANDER,68524,PALMAS DEL SOCORRO,46,20,43.5
2009,SANTANDER,68533,PARAMO,89,56,62.9
2009,SANTANDER,68547,PIEDECUESTA,2246,1922,85.6
2009,SANTANDER,68549,PINCHOTE,86,45,52.3
2009,SANTANDER,68572,PUENTE NACIONAL,228,155,68
2009,SANTANDER,68573,PUERTO PARRA,175,114,65.1
2009,SANTANDER,68575,PUERTO WILCHES,733,610,83.2
2009,SANTANDER,68615,RIONEGRO,573,479,83.6
2009,SANTANDER,68655,SABANA DE TORRES,385,563,146.2
2009,SANTANDER,68669,SAN ANDRES,150,126,84
2009,SANTANDER,68673,SAN BENITO,78,30,38.5
2009,SANTANDER,68679,SAN GIL,659,871,132.2
2009,SANTANDER,68682,SAN JOAQUIN,47,49,104.3
2009,SANTANDER,68684,SAN JOSE DE MIRANDA,90,55,61.1
2009,SANTANDER,68686,SAN MIGUEL,45,22,48.9
2009,SANTANDER,68689,SAN VICENTE DE CHUCURI,676,487,72
2009,SANTANDER,68705,SANTA BARBARA,46,19,41.3
2009,SANTANDER,68720,SANTA HELENA DEL OPON,105,75,71.4
2009,SANTANDER,68745,SIMACOTA,177,139,78.5
2009,SANTANDER,68755,SOCORRO,503,450,89.5
2009,SANTANDER,68770,SUAITA,191,174,91.1
2009,SANTANDER,68773,SUCRE,187,148,79.1
2009,SANTANDER,68780,SURATA,61,52,85.2
2009,SANTANDER,68820,TONA,131,112,85.5
2009,SANTANDER,68855,VALLE DE SAN JOSE,86,70,81.4
2009,SANTANDER,68861,VELEZ,445,227,51
2009,SANTANDER,68867,VETAS,54,17,31.5
2009,SANTANDER,68872,VILLANUEVA,103,99,96.1
2009,SANTANDER,68895,ZAPATOCA,157,142,90.4
2009,VALLE DEL CAUCA,76020,ALCALA,353,193,54.7
2009,VALLE DEL CAUCA,76036,ANDALUCIA,289,251,86.9
2009,VALLE DEL CAUCA,76041,ANSERMANUEVO,403,369,91.6
2009,VALLE DEL CAUCA,76054,ARGELIA,133,79,59.4
2009,VALLE DEL CAUCA,76100,BOLIVAR,299,266,89
2009,VALLE DEL CAUCA,76113,BUGALAGRANDE,345,241,69.9
2009,VALLE DEL CAUCA,76122,CAICEDONIA,499,305,61.1
2009,VALLE DEL CAUCA,76130,CANDELARIA,1220,934,76.6
2009,VALLE DEL CAUCA,76147,CARTAGO,2095,1698,81.1
2009,VALLE DEL CAUCA,76233,DAGUA,630,507,80.5
2009,VALLE DEL CAUCA,76243,EL AGUILA,209,172,82.3
2009,VALLE DEL CAUCA,76246,EL CAIRO,192,112,58.3
2009,VALLE DEL CAUCA,76248,EL CERRITO,899,909,101.1
2009,VALLE DEL CAUCA,76250,EL DOVIO,181,154,85.1
2009,VALLE DEL CAUCA,76275,FLORIDA,1065,994,93.3
2009,VALLE DEL CAUCA,76306,GINEBRA,320,221,69.1
2009,VALLE DEL CAUCA,76318,GUACARI,548,516,94.2
2009,VALLE DEL CAUCA,76364,JAMUNDI,1871,1350,72.2
2009,VALLE DEL CAUCA,76377,LA CUMBRE,180,117,65
2009,VALLE DEL CAUCA,76400,LA UNION,592,425,71.8
2009,VALLE DEL CAUCA,76403,LA VICTORIA,205,166,81
2009,VALLE DEL CAUCA,76497,OBANDO,293,245,83.6
2009,VALLE DEL CAUCA,76520,PALMIRA,4264,3063,71.8
2009,VALLE DEL CAUCA,76563,PRADERA,1054,811,76.9
2009,VALLE DEL CAUCA,76606,RESTREPO,283,249,88
2009,VALLE DEL CAUCA,76616,RIOFRIO,291,213,73.2
2009,VALLE DEL CAUCA,76622,ROLDANILLO,573,518,90.4
2009,VALLE DEL CAUCA,76670,SAN PEDRO,271,211,77.9
2009,VALLE DEL CAUCA,76736,SEVILLA,793,561,70.7
2009,VALLE DEL CAUCA,76823,TORO,299,226,75.6
2009,VALLE DEL CAUCA,76828,TRUJILLO,372,255,68.5
2009,VALLE DEL CAUCA,76834,TULUA,3194,2318,72.6
2009,VALLE DEL CAUCA,76845,ULLOA,103,92,89.3
2009,VALLE DEL CAUCA,76863,VERSALLES,130,112,86.2
2009,VALLE DEL CAUCA,76869,VIJES,175,156,89.1
2009,VALLE DEL CAUCA,76890,YOTOCO,254,225,88.6
2009,VALLE DEL CAUCA,76892,YUMBO,1730,1623,93.8
2009,VALLE DEL CAUCA,76895,ZARZAL,728,650,89.3
2009,BOGOTÁ D.C.,11001,Bogotá D.C.,119208,115265,96.69
2009,BOLIVAR,13001,CARTAGENA,17143,20346,118.68
2009,BOLÍVAR,13006,Achí,471,517,109.77
2009,BOLÍVAR,13030,Altos del Rosario,303,141,46.53
2009,BOLÍVAR,13042,Arenal,448,179,39.96
2009,BOLÍVAR,13052,Arjona,1413,1469,103.96
2009,BOLÍVAR,13062,Arroyohondo,214,127,59.35
2009,BOLÍVAR,13074,Barranco de Loba,459,447,97.39
2009,BOLÍVAR,13140,Calamar,503,598,118.89
2009,BOLÍVAR,13160,Cantagallo,188,189,100.53
2009,BOLÍVAR,13188,Cicuco,248,234,94.35
2009,BOLÍVAR,13212,Córdoba,336,393,116.96
2009,BOLÍVAR,13222,Clemencia,297,286,96.30
2009,BOLÍVAR,13244,El Carmen de Bolívar,1813,1320,72.81
2009,BOLÍVAR,13248,El Guamo,156,145,92.95
2009,BOLÍVAR,13268,El Peñón,231,237,102.60
2009,BOLÍVAR,13300,Hatillo de Loba,329,386,117.33
2009,BOLÍVAR,13430,Magangué,2733,2750,100.62
2009,BOLÍVAR,13433,Mahates,532,433,81.39
2009,BOLÍVAR,13440,Margarita,238,235,98.74
2009,BOLÍVAR,13442,María La Baja,1195,1144,95.73
2009,BOLÍVAR,13458,Montecristo,467,264,56.53
2009,BOLÍVAR,13468,Mompós,1000,1005,100.50
2009,BOLÍVAR,13473,Morales,487,512,105.13
2009,BOLÍVAR,13490,Norosí,140,142,101.43
2009,BOLÍVAR,13549,Pinillos,676,800,118.34
2009,BOLÍVAR,13580,Regidor,260,130,50.00
2009,BOLÍVAR,13600,Río Viejo,430,271,63.02
2009,BOLÍVAR,13620,San Cristóbal,127,114,89.76
2009,BOLÍVAR,13647,San Estanislao,374,226,60.43
2009,BOLÍVAR,13650,San Fernando,334,338,101.20
2009,BOLÍVAR,13654,San Jacinto,432,448,103.70
2009,BOLÍVAR,13655,San Jacinto del Cauca,308,243,78.90
2009,BOLÍVAR,13657,San Juan Nepomuceno,666,788,118.32
2009,BOLÍVAR,13667,San Martín de Loba,432,441,102.08
2009,BOLÍVAR,13670,San Pablo,717,697,97.21
2009,BOLÍVAR,13673,Santa Catalina,311,261,83.92
2009,BOLÍVAR,13683,Santa Rosa,484,424,87.60
2009,BOLÍVAR,13688,Santa Rosa del Sur,985,816,82.84
2009,BOLÍVAR,13744,Simití,534,566,105.99
2009,BOLÍVAR,13760,Soplaviento,155,140,90.32
2009,BOLÍVAR,13780,Talaigua Nuevo,279,249,89.25
2009,BOLÍVAR,13810,Tiquisio,600,586,97.67
2009,BOLÍVAR,13836,Turbaco,1226,1332,108.65
2009,BOLÍVAR,13838,Turbaná,344,220,63.95
2009,BOLÍVAR,13873,Villanueva,410,708,172.68
2009,BOLÍVAR,13894,Zambrano,266,273,102.63
2009,BOYACÁ,15001,Tunja,2941,2926,99.49
2009,BOYACÁ,15022,Almeida,33,16,48.48
2009,BOYACÁ,15047,Aquitania,353,347,98.30
2009,BOYACÁ,15051,Arcabuco,110,99,90.00
2009,BOYACÁ,15087,Belén,141,141,100.00
2009,BOYACÁ,15090,Berbeo,42,23,54.76
2009,BOYACÁ,15092,Beteitiva,44,46,104.55
2009,BOYACÁ,15097,Boavita,114,63,55.26
2009,BOYACÁ,15104,Boyacá,106,80,75.47
2009,BOYACÁ,15106,Briceño,53,52,98.11
2009,BOYACÁ,15109,Buenavista,113,70,61.95
2009,BOYACÁ,15114,Busbanza,17,17,100.00
2009,BOYACÁ,15131,Caldas,61,49,80.33
2009,BOYACÁ,15135,Campohermoso,83,84,101.20
2009,BOYACÁ,15162,Cerinza,62,65,104.84
2009,BOYACÁ,15172,Chinavita,57,42,73.68
2009,BOYACÁ,15176,Chiquinquirá,1095,1186,108.31
2009,BOYACÁ,15180,Chiscas,91,54,59.34
2009,BOYACÁ,15183,Chita,247,188,76.11
2009,BOYACÁ,15185,Chitaraque,118,110,93.22
2009,BOYACÁ,15187,Chivatá,113,52,46.02
2009,BOYACÁ,15189,Ciénega,92,88,95.65
2009,BOYACÁ,15204,Combita,199,149,74.87
2009,BOYACÁ,15212,Coper,77,56,72.73
2009,BOYACÁ,15215,Corrales,43,44,102.33
2009,BOYACÁ,15218,Covarachía,60,37,61.67
2009,BOYACÁ,15223,Cubará,167,157,94.01
2009,BOYACÁ,15224,Cucaita,96,112,116.67
