ANO,DEPARTAMENTO,CODIGO MUNICIPIO,MUNICIPIO,ipm_pobreza,ipm_sin_salud,ipm_sin_acceso_salud,nivel_sisben,proporcion_rural,Educación_neta_total,Ingresos totales,pcte_poblacion_rural
2022,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,0.17,0.13,0.06,5,0.57,0.92,123583.35,0
2022,ANTIOQUIA,5697,EL SANTUARIO,0.29,0.13,0.03,4,0.54,0.93,57853.52,0
2022,ANTIOQUIA,5264,ENTRERRIOS,0.66,0.29,0.05,2,0.51,0,59448.93,0
2022,ANTIOQUIA,5266,ENVIGADO,0.22,0.2,0.06,4,0.56,1,586096.25,0
2022,ANTIOQUIA,5282,FREDONIA,0.13,0.2,0.04,21,0.58,0.65,30607.98,0
2022,ANTIOQUIA,5284,FRONTINO,0.3,0.2,0.04,5,0.57,0.92,42467.99,0
2022,ANTIOQUIA,5306,GIRALDO,0.4,0.06,0.02,2,0.56,1.03,19056.13,0
2022,ANTIOQUIA,5308,GIRARDOTA,0.27,0.05,0.02,4,0.62,0.93,107298.73,0
2022,ANTIOQUIA,5313,GRANADA,0.3,0.2,0.04,5,0.51,0.81,24016.31,0
2022,ANTIOQUIA,5315,GUADALUPE,0.26,0.06,0.1,2,0.53,0.68,30738.18,0
2022,ANTIOQUIA,5318,GUARNE,0.32,0.03,0.04,2,0.62,0.83,99576.28,0
2022,ANTIOQUIA,5321,GUATAPE,0.16,0.2,0.01,5,0.58,1.07,26826.45,0
2022,ANTIOQUIA,5310,GOMEZ PLATA,0.21,0.13,0.06,5,0.63,0.71,29599.44,0
2022,ANTIOQUIA,5347,HELICONIA,0.18,0.2,0.07,4,0.47,0.86,12338.16,0
2022,ANTIOQUIA,5353,HISPANIA,0.32,0.09,0.13,3,0.56,0.88,11231.13,0
2022,ANTIOQUIA,5360,ITAGÜI,0.42,0.17,0.05,1,0.44,0.92,719191.1,0
2022,ANTIOQUIA,5364,JARDIN,0.24,0.31,0.05,3,0.58,0.89,24698.87,0
2022,ANTIOQUIA,5368,JERICO,0.41,0.05,0.04,2,0.58,0.78,28600.32,0
2022,ANTIOQUIA,5376,LA CEJA,0.31,0.15,0.12,5,0.53,0.92,125623.86,0
2022,ANTIOQUIA,5380,LA ESTRELLA,0.36,0.18,0.01,3,0.55,1.23,149199.35,0
2022,ANTIOQUIA,5390,LA PINTADA,0.2,0.17,0.05,2,0.56,0.86,15822.17,0
2022,ANTIOQUIA,5400,LA UNION,0.12,0.22,0.02,21,0.51,0.95,39832.35,0
2022,ANTIOQUIA,5411,LIBORINA,0.31,0.17,0.07,5,0.24,0.83,20095.44,0
2022,ANTIOQUIA,5425,MACEO,0.23,0.09,0.08,4,0.53,0.98,18441.1,0
2022,ANTIOQUIA,5440,MARINILLA,0.42,0.14,0.06,2,0.59,0.99,103076.45,0
2022,ANTIOQUIA,5001,MEDELLIN,0.2,0.19,0.07,5,0.52,0.97,6894172.15,0
2022,ANTIOQUIA,5467,MONTEBELLO,0.36,0.06,0.04,3,0.58,0.81,16715.67,0
2022,ANTIOQUIA,5475,MURINDO,0.22,0.18,0.05,4,0.58,0.71,21771.14,0
2022,ANTIOQUIA,5480,MUTATA,0.32,0.09,0.02,2,0.68,0.99,45962.74,0
2022,ANTIOQUIA,5483,NARIÑO,0.7,0.09,0.16,1,0.69,0.68,19582.08,0
2022,ANTIOQUIA,5495,NECHI,0.37,0.11,0.05,2,0.63,0.88,59434.23,0
2022,ANTIOQUIA,5490,NECOCLI,0.54,0.16,0.03,1,0.63,1.12,131006.11,0
2022,ANTIOQUIA,5501,OLAYA,0.48,0.08,0.09,2,0.62,0.75,8030.65,0
2022,ANTIOQUIA,5543,PEQUE,0.33,0.15,0.01,3,0.87,0.76,18752.06,0
2022,ANTIOQUIA,5576,PUEBLORRICO,0.31,0.17,0.04,5,0.56,0.68,18329.17,0
2022,ANTIOQUIA,5579,PUERTO BERRIO,0.4,0.06,0.03,2,0.67,0.82,61285.07,0
2022,ANTIOQUIA,5585,PUERTO NARE,0.36,0.12,0.07,4,0.53,0.76,33332.79,0
2022,ANTIOQUIA,5591,PUERTO TRIUNFO,0.34,0.13,0.04,3,0.4,1.02,46111.24,0
2022,ANTIOQUIA,5604,REMEDIOS,0.3,0.12,0.03,3,0.57,1.11,75604.81,0
2022,ANTIOQUIA,5615,RIONEGRO,0.51,0.03,0.03,1,0.64,1.02,507623.78,0
2022,ANTIOQUIA,5628,SABANALARGA,0.11,0.24,0.03,21,0.63,0.83,16109.43,0
2022,ANTIOQUIA,5631,SABANETA,0.5,0.19,0.13,4,0.59,1.09,303562.31,0
2022,ANTIOQUIA,5642,SALGAR,0.46,0.07,0.04,2,0.58,0.73,32006.38,0
2022,ANTIOQUIA,5647,SAN ANDRES DE CUERQUIA,0.36,0.05,0.04,3,0.52,0.77,16622.7,0
2022,ANTIOQUIA,5649,SAN CARLOS,0.28,0.14,0.05,4,0.58,0.93,44502.44,0
2022,ANTIOQUIA,5652,SAN FRANCISCO,0.42,0.17,0.29,2,0.35,0.67,19340.32,0
2022,ANTIOQUIA,5656,SAN JERONIMO,0.3,0.1,0.07,4,0.53,0.86,29314.97,0
2022,ANTIOQUIA,5658,SAN JOSE DE LA MONTAÑA,0.46,0.15,0.03,4,0.59,0.59,8595.04,0
2022,ANTIOQUIA,5659,SAN JUAN DE URABA,0.29,0.13,0.07,4,0.62,0.99,43483.97,0
2022,ANTIOQUIA,5660,SAN LUIS,0.35,0.16,0.09,3,0.54,0.97,25866.06,0
2022,ANTIOQUIA,5665,SAN PEDRO DE URABA,0.29,0.07,0.07,4,0.63,0.97,71390.26,0
2022,ANTIOQUIA,5667,SAN RAFAEL,0.53,0.18,0.06,1,0.51,0.79,35169.81,0
2022,ANTIOQUIA,5670,SAN ROQUE,0.31,0.13,0.03,3,0.53,0.83,31437.6,0
2022,ANTIOQUIA,5674,SAN VICENTE,0.31,0.15,0.08,3,0.55,0.79,37660.34,0
2022,ANTIOQUIA,5686,SANTA ROSA DE OSOS,0.27,0.15,0.04,5,0.56,0.98,56419.05,0
2022,ANTIOQUIA,5690,SANTO DOMINGO,0.55,0.11,0.02,1,0.55,1.02,22876.02,0
2022,ANTIOQUIA,5736,SEGOVIA,0.41,0.09,0.24,3,0.69,0.87,105427.94,0
2022,ANTIOQUIA,5756,SONSON,0.4,0.11,0.09,3,0.51,0.82,66484.47,0
2022,ANTIOQUIA,5761,SOPETRAN,0.58,0.06,0.06,4,0.7,0.97,35164.81,0
2022,ANTIOQUIA,5790,TARAZA,0.73,0.43,0.01,2,0.62,0.78,49207.16,0
2022,ANTIOQUIA,5792,TARSO,0.27,0.11,0.04,5,0.46,0.63,10688.82,0
2022,ANTIOQUIA,5809,TITIRIBI,0.46,0.11,0.07,2,0.46,0.7,26319.88,0
2022,ANTIOQUIA,5819,TOLEDO,0.29,0.19,0.01,4,0.53,0.95,16352.34,0
2022,ANTIOQUIA,5837,TURBO,0.64,0.05,0.2,1,0.61,1.05,318531.03,0
2022,ANTIOQUIA,5789,TAMESIS,0.35,0.07,0.05,2,0.54,0.8,28518.67,0
2022,ANTIOQUIA,5842,URAMITA,0.37,0.1,0.03,2,0.52,0.82,21615.05,0
2022,ANTIOQUIA,5847,URRAO,0.32,0.13,0.05,5,0.51,0.84,54957.87,0
2022,ANTIOQUIA,5854,VALDIVIA,0.36,0.15,0.06,4,0.55,0.82,33681.94,0
2022,ANTIOQUIA,5856,VALPARAISO,0.35,0.16,0.05,3,0.51,0.7,13891.92,0
2022,ANTIOQUIA,5858,VEGACHI,0.51,0.14,0.03,3,0.52,1.03,25478.79,0
2022,ATLANTICO,8078,BARANOA,0.36,0.21,0.02,2,0.48,0.91,66048.7,0
2022,ATLANTICO,8137,CAMPO DE LA CRUZ,0.54,0.11,0,2,0.29,0.91,39380.2,0
2022,ATLANTICO,8141,CANDELARIA,0.41,0.07,0.01,3,0.46,0.85,31284.99,0
2022,ATLANTICO,8296,GALAPA,0.38,0.33,0.06,4,0.32,0.78,92502.02,0
2022,ATLANTICO,8372,JUAN DE ACOSTA,0.37,0.1,0.01,2,0.46,0.83,23926.75,0
2022,ATLANTICO,8421,LURUACO,0.4,0.17,0.06,3,0.48,0.84,41426.79,0
2022,ATLANTICO,8433,MALAMBO,0.47,0.23,0.04,1,0.41,0.91,208516.01,0
2022,ATLANTICO,8436,MANATI,0.56,0.41,0.01,1,0.16,0.77,30339.25,0
2022,ATLANTICO,8520,PALMAR DE VARELA,0.44,0.1,0.03,3,0.09,0.92,39125.12,0
2022,ATLANTICO,8549,PIOJO,0.33,0.13,0.03,2,0.51,0.67,16316.65,0
2022,ATLANTICO,8558,POLONUEVO,0.37,0.05,0.02,4,0.3,0.73,22443.02,0
2022,ATLANTICO,8560,PONEDERA,0.46,0.11,0.02,3,0.47,0.8,35065.66,0
2022,ATLANTICO,8573,PUERTO COLOMBIA,0.2,0.19,0.03,2,0.44,1.46,104332.02,0
2022,ATLANTICO,8606,REPELON,0.48,0.23,0.05,4,0.42,0.83,37971.87,0
2022,ATLANTICO,8634,SABANAGRANDE,0.32,0.22,0.04,4,0.13,0.91,36763.91,0
2022,ATLANTICO,8638,SABANALARGA,0.43,0.25,0.04,3,0.46,0.83,117538.51,0
2022,ATLANTICO,8675,SANTA LUCIA,0.34,0.12,0.01,2,0.23,0.62,24709.04,0
2022,ATLANTICO,8685,SANTO TOMAS,0.39,0.28,0.02,3,0.12,0.69,34664.61,0
2022,ATLANTICO,8758,SOLEDAD,0.4,0.23,0.03,1,0,0.91,810085.37,0
2022,ATLANTICO,8770,SUAN,0.39,0.16,0.03,2,0.06,0.83,17984.45,0
2022,ATLANTICO,8832,TUBARA,0.29,0.1,0.08,5,0.49,0.62,23497,0
2022,ATLANTICO,8849,USIACURI,0.29,0.12,0.02,4,0.1,0.6,15176.39,0
2022,SANTANDER,68013,AGUADA,0.56,0.18,0.05,3,0.82,0.81,6332.66,0
2022,SANTANDER,68020,ALBANIA,0.87,0.49,0,2,0.84,0.71,9874.91,0
2022,SANTANDER,68051,ARATOCA,0.35,0.07,0.02,2,0.67,0.94,16105.38,0
2022,SANTANDER,68077,BARBOSA,0.26,0.22,0.01,2,0.28,0.84,34501.03,0
2022,SANTANDER,68079,BARICHARA,0.36,0.09,0.04,2,0.67,0.75,20819.76,0
2022,SANTANDER,68081,BARRANCABERMEJA,0.37,0.16,0.02,2,0.52,1.19,680549.73,0
2022,SANTANDER,68092,BETULIA,0.43,0.22,0.14,2,0.68,0.82,20101.91,0
2022,SANTANDER,nan,BOLIVAR,0.37,0.05,0.03,2,0.78,1,0,0
2022,SANTANDER,68001,BUCARAMANGA,0.28,0.2,0.03,4,0.55,1.02,1218436.89,0
2022,SANTANDER,68121,CABRERA,0.25,0.11,0.05,2,0.81,0.76,8162.9,0
2022,SANTANDER,68132,CALIFORNIA,0.26,0.1,0.03,4,0.56,0.95,4355.57,0
2022,SANTANDER,68147,CAPITANEJO,0.27,0.04,0.02,2,0.48,0.95,15861.24,0
2022,SANTANDER,nan,CARCASI,0.34,0.08,0.07,2,0.79,0.79,0,0
2022,SANTANDER,nan,CEPITA,0.26,0.14,0.03,2,0.77,0.91,0,0
2022,SANTANDER,68162,CERRITO,0.34,0.09,0.15,2,0.53,1.05,12630.47,0
2022,SANTANDER,nan,CHARALA,0.37,0.14,0.09,2,0.43,1.01,0,0
2022,SANTANDER,68169,CHARTA,0.36,0.08,0.01,3,0.72,0.95,5927.79,0
2022,SANTANDER,68176,CHIMA,0.35,0.05,0.03,3,0.66,0.79,10335.73,0
2022,SANTANDER,nan,CHIPATA,0.4,0.06,0.03,3,0.78,0.7,0,0
2022,SANTANDER,68190,CIMITARRA,0.44,0.14,0.02,2,0.54,0.92,57280.92,0
2022,SANTANDER,nan,CONCEPCION,0.3,0.07,0.01,2,0.51,0.75,0,0
2022,SANTANDER,68209,CONFINES,0.23,0.1,0.05,2,0.76,0.87,9094.73,0
2022,SANTANDER,nan,CONTRATACION,0.32,0.13,0.18,3,0.37,0.95,0,0
2022,SANTANDER,68217,COROMORO,0.66,0.02,0.04,2,0.81,0.87,12927.75,0
2022,SANTANDER,nan,CURITI,0.26,0.1,0.02,3,0.59,0.84,0,0
2022,SANTANDER,nan,EL CARMEN DE CHUCURI,0.35,0.09,0.06,2,0.68,0.65,0,0
2022,SANTANDER,68245,EL GUACAMAYO,0.3,0.09,0.13,2,0.61,0.69,5593.57,0
2022,SANTANDER,nan,EL PEÑON,0.46,0.1,0.08,2,0.83,0.89,0,0
2022,SANTANDER,nan,EL PLAYON,0.39,0.05,0.01,4,0.51,0.92,0,0
2022,SANTANDER,68264,ENCINO,0.27,0.1,0.03,2,0.74,0.59,7330.58,0
2022,SANTANDER,68266,ENCISO,0.3,0.09,0.04,2,0.7,0.92,10409.82,0
2022,SANTANDER,68276,FLORIDABLANCA,0.26,0.13,0.01,1,0.45,0.83,456696.54,0
2022,SANTANDER,nan,FLORIAN,0.47,0.1,0.03,2,0.77,0.67,0,0
2022,SANTANDER,nan,GALAN,0.39,0.11,0.08,2,0.72,0.97,0,0
2022,SANTANDER,nan,GIRON,0.21,0.1,0.02,1,0.6,0.99,0,0
2022,SANTANDER,68318,GUACA,0.41,0.09,0.03,3,0.67,0.83,11506.88,0
2022,SANTANDER,68320,GUADALUPE,0.32,0.08,0.06,2,0.63,0.68,11472.93,0
2022,SANTANDER,nan,GUAPOTA,0.21,0.07,0.03,2,0.67,0.77,0,0
2022,SANTANDER,nan,GUAVATA,0.6,0.28,0,3,0.77,0.57,0,0
2022,SANTANDER,nan,GAMBITA,0.37,0.07,0.03,2,0.84,0.85,0,0
2022,SANTANDER,68327,GÜEPSA,0.26,0.1,0.03,4,0.49,0.77,8773.13,0
2022,SANTANDER,68344,HATO,0.42,0.24,0.05,2,0.65,0.83,11045.65,0
2022,SANTANDER,nan,JESUS MARIA,0.53,0.05,0.03,4,0.76,0.8,0,0
2022,SANTANDER,nan,JORDAN,0.35,0.04,0.06,5,0.93,1.18,0,0
2022,SANTANDER,68377,LA BELLEZA,0.29,0.12,0.04,3,0.71,0.85,14812.09,0
2022,SANTANDER,68397,LA PAZ,0.38,0.04,0.07,2,0.81,0.97,10989.43,0
2022,SANTANDER,68385,LANDAZURI,0.28,0.05,0.01,2,0.64,0,23281.17,0
2022,SANTANDER,68406,LEBRIJA,0.24,0.1,0.04,5,0.61,0.9,63791.87,0
2022,SANTANDER,68418,LOS SANTOS,0.24,0.07,0.03,4,0.76,0.8,22357.94,0
2022,SANTANDER,68425,MACARAVITA,0.42,0.05,0.03,2,0.86,0.8,8843.07,0
2022,SANTANDER,68444,MATANZA,0.38,0.03,0.02,2,0.63,1.29,9319.7,0
2022,SANTANDER,68464,MOGOTES,0.34,0.08,0.11,2,0.59,0.92,21046.23,0
2022,SANTANDER,68468,MOLAGAVITA,0.51,0.07,0.03,2,0.79,0.69,12347.29,0
2022,SANTANDER,nan,MALAGA,0.24,0.05,0.04,4,0.41,1.02,0,0
2022,SANTANDER,68498,OCAMONTE,0.22,0.03,0.02,3,0.73,0.61,10165.79,0
2022,SANTANDER,68500,OIBA,0.26,0.13,0.03,4,0.59,0.96,20824.47,0
2022,SANTANDER,68502,ONZAGA,0.45,0.15,0.18,3,0.66,0.87,14073.4,0
2022,SANTANDER,68522,PALMAR,0.58,0.06,0.01,3,0.64,0.86,7743.23,0
2022,SANTANDER,68524,PALMAS DEL SOCORRO,0.17,0.08,0.01,5,0.64,0.97,5693.17,0
2022,SANTANDER,68547,PIEDECUESTA,0.27,0.18,0.03,1,0.64,0.97,334211.5,0
2022,SANTANDER,68549,PINCHOTE,0.18,0.09,0.04,4,0.71,0.74,10374.28,0
2022,SANTANDER,68572,PUENTE NACIONAL,0.36,0.16,0.03,4,0.6,1.18,27018.68,0
2022,SANTANDER,68573,PUERTO PARRA,0.33,0.16,0.03,2,0.59,0.9,16742.72,0
2022,SANTANDER,68575,PUERTO WILCHES,0.31,0.15,0.02,4,0.52,0.99,66904.7,0
2022,SANTANDER,nan,PARAMO,0.28,0.19,0.03,3,0.68,0.9,0,0
2022,SANTANDER,68615,RIONEGRO,0.3,0.11,0.03,4,0.61,1.02,38586.65,0
2022,SANTANDER,68655,SABANA DE TORRES,0.31,0.15,0.04,3,0.49,1.03,43201.02,0
2022,SANTANDER,nan,SAN ANDRES,0.54,0.09,0.03,2,0.62,0.9,0,0
2022,SANTANDER,68673,SAN BENITO,0.37,0.1,0.08,4,0.87,0.75,7219.68,0
2022,SANTANDER,68679,SAN GIL,0.23,0.13,0.02,4,0.51,1.08,90868.48,0
2022,SANTANDER,nan,SAN JOAQUIN,0.34,0.07,0.09,2,0.72,0.84,0,0
2022,SANTANDER,nan,SAN JOSE DE MIRANDA,0.34,0.1,0.07,1,0.77,0.72,0,0
2022,SANTANDER,68686,SAN MIGUEL,0.35,0.08,0.08,2,0.77,0.9,7742.47,0
2022,SANTANDER,nan,SAN VICENTE DE CHUCURI,0.29,0.14,0.07,3,0.53,0.83,0,0
2022,SANTANDER,nan,SANTA BARBARA,0.44,0.12,0.21,3,0.89,0.73,0,0
2022,SANTANDER,nan,SANTA HELENA DEL OPON,0.43,0.09,0.17,2,0.75,0.9,0,0
2022,SANTANDER,68745,SIMACOTA,0.35,0.12,0.04,2,0.68,0.82,17553.14,0
2022,SANTANDER,68755,SOCORRO,0.14,0.07,0.02,3,0.49,1.06,44414.74,0
2022,SANTANDER,68770,SUAITA,0.36,0.11,0.04,4,0.71,0.96,17673.49,0
2022,SANTANDER,68773,SUCRE,0.77,0.09,0.01,2,0.88,0.53,15092.07,0
2022,SANTANDER,nan,SURATA,0.4,0.12,0.07,2,0.71,0.95,0,0
2022,SANTANDER,68820,TONA,0.4,0.14,0.03,3,0.81,0.92,12047.46,0
2022,SANTANDER,nan,VALLE DE SAN JOSE,0.46,0.06,0.01,4,0.61,0.85,0,0
2022,SANTANDER,68867,VETAS,0.24,0.04,0.04,4,0.61,0.61,3732.59,0
2022,SANTANDER,68872,VILLANUEVA,0.23,0.09,0.07,3,0.52,0.94,16571.91,0
2022,SANTANDER,nan,VELEZ,0.43,0.33,0.03,2,0.44,0.8,0,0
2022,SANTANDER,68895,ZAPATOCA,0.21,0.07,0.08,4,0.47,1,17130.05,0
2022,VALLE DEL CAUCA,76020,ALCALA,0.28,0.14,0.02,3,0.3,0.67,23036.26,0
2022,VALLE DEL CAUCA,76036,ANDALUCIA,0.43,0.16,0.03,3,0.52,0.67,29194.37,0
2022,VALLE DEL CAUCA,76041,ANSERMANUEVO,0.38,0.25,0.01,5,0.53,0.71,24048.32,0
2022,VALLE DEL CAUCA,76054,ARGELIA,0.36,0.17,0.04,4,0.49,0.81,11465.6,0
2022,VALLE DEL CAUCA,76100,BOLIVAR,0.23,0.11,0.03,4,0.58,1,20443.85,0
2022,VALLE DEL CAUCA,76113,BUGALAGRANDE,0.29,0.2,0.08,2,0.55,0.72,37551.36,0
2022,VALLE DEL CAUCA,76122,CAICEDONIA,0.25,0.16,0.02,2,0.47,0.68,37934.7,0
2022,VALLE DEL CAUCA,76126,CALIMA,0.25,0.18,0.08,5,0.44,0.76,34508.26,0
2022,VALLE DEL CAUCA,76130,CANDELARIA,0.19,0.19,0.01,4,0.55,0.85,122999.58,0
2022,VALLE DEL CAUCA,76147,CARTAGO,0.23,0.11,0.03,2,0.39,0.75,246923.44,0
2022,VALLE DEL CAUCA,76233,DAGUA,0.29,0.18,0.03,4,0.53,0.68,57917.15,0
2022,VALLE DEL CAUCA,76246,EL CAIRO,0.34,0.13,0.07,2,0.53,0.69,11982.95,0
2022,VALLE DEL CAUCA,76248,EL CERRITO,0.17,0.15,0.03,3,0.53,0.87,66325.39,0
2022,VALLE DEL CAUCA,76250,EL DOVIO,0.31,0.15,0.07,2,0.44,0.87,19212.95,0
2022,VALLE DEL CAUCA,76243,EL AGUILA,0.36,0.12,0.13,3,0.63,0.68,14387.96,0
2022,VALLE DEL CAUCA,76275,FLORIDA,0.21,0.15,0.04,3,0.4,0.84,53207.15,0
2022,VALLE DEL CAUCA,76306,GINEBRA,0.31,0.17,0.02,3,0.62,0.82,28253.28,0
2022,VALLE DEL CAUCA,76318,GUACARI,0.3,0.22,0.05,3,0.51,0.76,39219.69,0
2022,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,0.21,0.15,0.05,2,0.54,0.79,231937.5,0
2022,VALLE DEL CAUCA,76364,JAMUNDI,0.25,0.18,0.06,3,0.62,0.79,245901.77,0
2022,VALLE DEL CAUCA,76377,LA CUMBRE,0.28,0.17,0.03,5,0.64,0.75,19539.83,0
2022,VALLE DEL CAUCA,76400,LA UNION,0.24,0.16,0.02,3,0.46,0.95,45041.06,0
2022,VALLE DEL CAUCA,76403,LA VICTORIA,0.36,0.13,0.01,3,0.45,0.97,19241.83,0
2022,VALLE DEL CAUCA,76497,OBANDO,0.31,0.22,0.09,4,0.41,0.57,22025.86,0
2022,VALLE DEL CAUCA,76520,PALMIRA,0.21,0.16,0.02,3,0.52,0.82,679540.81,0
2022,VALLE DEL CAUCA,76563,PRADERA,0.26,0.14,0.02,5,0.43,0.76,46797.97,0
2022,VALLE DEL CAUCA,76606,RESTREPO,0.28,0.15,0.04,3,0.49,1.14,23002.73,0
2022,VALLE DEL CAUCA,76616,RIOFRIO,0.17,0.08,0.05,3,0.53,0.76,27069.2,0
2022,VALLE DEL CAUCA,76622,ROLDANILLO,0.23,0.14,0.01,5,0.51,0.79,46854.38,0
2022,VALLE DEL CAUCA,76670,SAN PEDRO,0.21,0.2,0.05,4,0.54,0.91,22869.58,0
2022,VALLE DEL CAUCA,76736,SEVILLA,0.36,0.1,0.06,4,0.44,0.7,55659.9,0
2022,VALLE DEL CAUCA,76823,TORO,0.3,0.13,0.04,2,0.43,0.67,21880.41,0
2022,VALLE DEL CAUCA,76828,TRUJILLO,0.26,0.13,0.08,2,0.52,0.68,31030.92,0
2022,VALLE DEL CAUCA,76834,TULUA,0.19,0.12,0.03,5,0.52,0.73,360163.82,0
2022,VALLE DEL CAUCA,76845,ULLOA,0.37,0.26,0.09,4,0.5,0.69,8053.79,0
2022,VALLE DEL CAUCA,76863,VERSALLES,0.33,0.17,0.02,5,0.54,0.65,14844.56,0
2022,VALLE DEL CAUCA,76869,VIJES,0.24,0.18,0.01,2,0.47,0.7,13700.05,0
2022,VALLE DEL CAUCA,76890,YOTOCO,0.2,0.19,0.02,3,0.57,0.81,46702.91,0
2022,VALLE DEL CAUCA,76892,YUMBO,0.26,0.28,0.03,3,0.45,1,406881.62,0
2022,VALLE DEL CAUCA,76895,ZARZAL,0.43,0.16,0.02,1,0.48,0.75,55193.89,0
2023,ANTIOQUIA,5002,ABEJORRAL,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5004,ABRIAQUI,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5021,ALEJANDRIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5030,AMAGA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5031,AMALFI,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5034,ANDES,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5036,ANGELOPOLIS,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5038,ANGOSTURA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5040,ANORI,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5044,ANZA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5045,APARTADO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5051,ARBOLETES,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5055,ARGELIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5059,ARMENIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5079,BARBOSA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5088,BELLO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5086,BELMIRA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5091,BETANIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5093,BETULIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5107,BRICEÑO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5113,BURITICA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5125,CAICEDO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5129,CALDAS,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5134,CAMPAMENTO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5142,CARACOLI,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5145,CARAMANTA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5147,CAREPA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5150,CAROLINA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5154,CAUCASIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5138,CAÑASGORDAS,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5190,CISNEROS,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5101,CIUDAD BOLIVAR,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5197,COCORNA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5206,CONCEPCION,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5209,CONCORDIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5212,COPACABANA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5120,CACERES,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5234,DABEIBA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5237,DONMATIAS,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5240,EBEJICO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5250,EL BAGRE,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5697,EL SANTUARIO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5264,ENTRERRIOS,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5266,ENVIGADO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5282,FREDONIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5284,FRONTINO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5306,GIRALDO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5308,GIRARDOTA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5313,GRANADA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5315,GUADALUPE,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5318,GUARNE,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5321,GUATAPE,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5310,GOMEZ PLATA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5347,HELICONIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5353,HISPANIA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5360,ITAGÜI,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5364,JARDIN,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5368,JERICO,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5376,LA CEJA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5380,LA ESTRELLA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5390,LA PINTADA,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5400,LA UNION,0,0,0,0,0,0,0,0
2023,ANTIOQUIA,5411,LIBORINA,0,0,0,0,0,0,0,0
