FECHA_ID,UBICACION_ID,META,DOSIS APLICADAS,COBERTURA
2,263,293,235,80.2
2,264,388,371,95.6
2,265,132,109,82.6
2,266,287,283,98.6
2,267,344,279,81.1
2,268,496,346,69.8
2,269,1236,991,80.2
2,270,2031,1731,85.2
2,271,629,507,80.6
2,272,203,147,72.4
2,273,188,94,50.0
2,274,897,878,97.9
2,275,172,195,113.4
2,276,1061,917,86.4
2,277,320,214,66.9
2,278,547,539,98.5
2,279,1915,1202,62.8
2,280,177,157,88.7
2,281,586,411,70.1
2,282,209,148,70.8
2,283,286,201,70.3
2,284,4342,3523,81.1
2,285,1059,687,64.9
2,286,286,227,79.4
2,287,276,190,68.8
2,288,568,422,74.3
2,289,279,132,47.3
2,290,771,557,72.2
2,291,295,238,80.7
2,292,349,230,65.9
2,293,3216,3076,95.6
2,294,105,58,55.2
2,295,130,94,72.3
2,296,170,162,95.3
2,297,253,202,79.8
2,298,1742,1531,87.9
2,299,730,565,77.4
3,1,161,183,113.66
3,2,22,22,100.0
3,3,45,41,91.11
3,4,269,244,90.71
3,5,279,326,116.85
3,6,444,376,84.68
3,7,58,61,105.17
3,8,120,86,71.67
3,9,228,251,110.09
3,10,98,91,92.86
3,11,2103,1729,82.22
3,12,485,407,83.92
3,13,104,90,86.54
3,14,30,21,70.0
3,15,429,376,87.65
3,16,4661,4049,86.87
3,17,54,43,79.63
3,18,92,89,96.74
3,19,208,225,108.17
3,20,94,69,73.4
3,21,104,125,120.19
3,22,432,370,85.65
3,23,113,93,82.3
3,24,776,695,89.56
3,25,87,91,104.6
3,26,53,40,75.47
3,27,42,56,133.33
3,28,953,856,89.82
3,29,23,21,91.3
3,30,1552,1261,81.25
3,31,169,189,111.83
3,32,126,114,90.48
3,33,286,246,86.01
3,34,179,171,95.53
3,35,38,34,89.47
3,36,191,180,94.24
3,37,536,527,98.32
3,38,339,300,88.5
3,300,203,206,101.48
3,39,94,60,63.83
3,40,905,965,106.63
3,41,619,558,90.15
3,42,510,518,101.57
3,43,132,119,90.15
3,44,1354,1066,78.73
3,45,171,140,81.87
3,46,324,322,99.38
3,47,84,82,97.62
3,48,491,455,92.67
3,49,76,65,85.53
3,50,151,145,96.03
3,51,74,61,82.43
3,52,425,421,99.06
3,53,89,94,105.62
3,54,48,30,62.5
3,55,51,31,60.78
3,301,2684,2238,83.38
3,56,142,122,85.92
3,57,98,94,95.92
3,58,673,658,97.77
3,59,514,382,74.32
3,60,116,102,87.93
3,61,268,237,88.43
3,62,96,64,66.67
3,63,101,77,76.24
3,64,764,676,88.48
3,65,25902,20873,80.58
3,66,56,52,92.86
3,67,123,97,78.86
3,68,506,314,62.06
3,69,125,104,83.2
3,70,447,430,96.2
3,71,914,968,105.91
3,72,26,19,73.08
3,73,105,123,117.14
3,75,90,58,64.44
3,76,547,528,96.53
3,77,134,128,95.52
3,78,218,202,92.66
3,79,472,421,89.19
3,81,1672,1636,97.85
3,82,120,109,90.83
3,83,572,405,70.8
3,84,170,171,100.59
3,302,90,78,86.67
3,85,168,158,94.05
3,86,80,69,86.25
3,87,152,164,107.89
3,88,49,31,63.27
3,89,409,474,115.89
3,90,210,206,98.1
3,92,555,604,108.83
3,93,168,184,109.52
3,94,214,231,107.94
3,95,174,151,86.78
3,96,454,405,89.21
3,98,64,79,123.44
3,99,619,661,106.79
3,100,404,405,100.25
3,101,146,153,104.79
3,102,134,118,88.06
3,103,461,358,77.66
3,104,63,55,87.3
3,105,64,41,64.06
3,106,58,60,103.45
3,107,2627,2242,85.34
3,108,79,53,67.09
3,109,400,346,86.5
3,110,226,196,86.73
3,111,50,38,76.0
3,112,188,209,111.17
3,113,1791,841,46.96
3,115,831,390,46.93
3,116,613,290,47.31
3,117,1893,897,47.39
3,118,600,299,49.83
3,119,1094,551,50.37
3,120,4422,2231,50.45
3,121,723,344,47.58
3,122,983,469,47.71
3,123,139,61,43.88
3,124,534,222,41.57
3,125,848,391,46.11
3,126,955,403,42.2
3,127,1024,433,42.29
3,128,967,566,58.53
3,129,2950,1490,50.51
3,130,502,230,45.82
3,131,879,370,42.09
3,132,20040,10246,51.13
3,133,418,170,40.67
3,134,291,147,50.52
3,135,265,148,55.85
3,176,14,77,550.0
3,177,23,20,86.96
3,178,113,76,67.26
3,179,427,317,74.24
3,180,71,72,101.41
3,181,3387,3003,88.66
3,182,63,54,85.71
3,183,85,63,74.12
3,184,8132,7348,90.36
3,185,12,10,83.33
3,186,18,13,72.22
3,187,57,49,85.96
3,303,49,31,63.27
3,304,19,10,52.63
3,190,91,59,64.84
3,305,122,138,113.11
3,192,23,18,78.26
3,193,26,23,88.46
3,306,32,28,87.5
3,195,430,440,102.33
3,307,67,43,64.18
3,197,37,25,67.57
3,308,32,40,125.0
3,199,72,58,80.56
3,309,115,105,91.3
3,310,241,199,82.57
3,202,18,9,50.0
3,311,52,46,88.46
3,312,201,192,95.52
3,205,30,29,96.67
3,206,38,26,68.42
3,313,61,49,80.33
3,208,3462,2401,69.35
3,314,33,33,100.0
3,315,47,30,63.83
3,316,2233,1819,81.46
3,212,65,68,104.62
3,213,35,48,137.14
3,317,22,21,95.45
3,318,23,24,104.35
3,319,50,36,72.0
3,216,25,18,72.0
3,320,27,25,92.59
3,321,14,10,71.43
3,219,76,81,106.58
3,220,36,26,72.22
3,221,127,131,103.15
3,222,540,466,86.3
3,223,171,159,92.98
3,224,20,12,60.0
3,322,276,249,90.22
3,226,55,46,83.64
3,227,131,98,74.81
3,228,38,41,107.89
3,229,47,40,85.11
3,230,124,130,104.84
3,231,39,44,112.82
3,232,13,11,84.62
3,233,28,24,85.71
3,323,53,54,101.89
3,235,1846,1672,90.57
3,236,37,23,62.16
3,237,113,105,92.92
3,238,121,113,93.39
3,239,504,540,107.14
3,240,340,308,90.59
3,241,560,554,98.93
3,324,81,58,71.6
3,243,19,20,105.26
3,244,768,706,91.93
3,325,28,17,60.71
3,326,47,31,65.96
3,247,26,23,88.46
3,327,356,256,71.91
3,328,24,45,187.5
3,329,48,46,95.83
3,251,108,101,93.52
3,252,391,328,83.89
3,253,98,103,105.1
3,254,54,52,96.3
3,330,42,33,78.57
3,256,108,90,83.33
3,331,76,51,67.11
3,332,213,189,88.73
3,259,18,6,33.33
3,260,82,74,90.24
3,261,111,113,101.8
3,262,153,135,0.88
3,263,154,103,0.67
3,264,187,203,1.09
3,265,62,58,0.94
3,266,255,254,1.0
3,267,176,158,0.9
3,268,270,241,0.89
3,333,199,153,0.77
3,269,886,848,0.96
3,270,1134,1051,0.93
3,271,455,436,0.96
3,272,76,54,0.71
3,273,61,61,1.0
3,274,559,436,0.78
3,275,155,156,1.01
3,276,710,574,0.81
3,277,183,195,1.07
3,278,333,308,0.92
3,334,1111,1039,0.94
3,279,1491,1422,0.95
3,280,113,111,0.98
3,281,330,298,0.9
3,282,97,88,0.91
3,283,128,164,1.28
3,284,2928,2565,0.88
3,285,549,471,0.86
3,286,188,176,0.94
3,287,151,157,1.04
3,288,323,321,0.99
3,289,128,116,0.91
3,290,360,355,0.99
3,291,107,108,1.01
3,292,196,199,1.02
3,293,2015,1752,0.87
3,294,41,42,1.02
3,295,66,74,1.12
3,296,110,111,1.01
3,297,153,127,0.83
3,298,1078,953,0.88
3,299,392,349,0.89
4,1,144,134,93.06
4,2,19,18,94.74
4,3,36,30,83.33
4,4,234,217,92.74
4,5,303,275,90.76
4,6,377,361,95.76
4,7,47,37,78.72
4,8,112,100,89.29
4,9,226,235,103.98
4,10,96,96,100.0
4,11,1756,1615,91.97
4,12,474,401,84.6
4,13,97,79,81.44
4,14,21,18,85.71
4,15,359,337,93.87
4,16,4437,4171,94.0
4,17,42,31,73.81
4,18,90,72,80.0
4,19,219,208,94.98
4,20,84,74,88.1
4,21,112,113,100.89
4,22,421,404,95.96
4,23,105,98,93.33
4,24,752,676,89.89
4,25,82,51,62.2
4,26,51,48,94.12
4,27,50,49,98.0
4,28,955,842,88.17
4,29,21,21,100.0
4,30,1508,1173,77.79
4,31,178,168,94.38
4,32,120,103,85.83
4,33,265,284,107.17
4,34,177,166,93.79
4,35,29,21,72.41
4,36,175,132,75.43
4,37,461,409,88.72
4,38,333,320,96.1
4,300,199,204,102.51
4,39,72,51,70.83
4,40,928,1020,109.91
4,41,611,559,91.49
4,42,510,480,94.12
4,43,115,100,86.96
4,44,1165,988,84.81
4,45,146,130,89.04
4,46,324,332,102.47
4,47,77,75,97.4
4,48,468,426,91.03
4,49,71,58,81.69
4,50,146,139,95.21
4,51,64,56,87.5
4,52,369,378,102.44
4,53,93,94,101.08
4,54,37,29,78.38
4,55,44,33,75.0
4,301,2445,2270,92.84
4,56,131,134,102.29
4,57,88,72,81.82
4,58,658,576,87.54
4,59,405,383,94.57
4,60,111,97,87.39
4,61,240,224,93.33
4,62,92,89,96.74
4,63,84,79,94.05
4,64,752,678,90.16
4,65,22912,19221,83.89
4,66,49,38,77.55
4,67,113,87,76.99
4,68,486,382,78.6
4,69,101,56,55.45
4,70,471,475,100.85
4,71,972,928,95.47
4,72,24,21,87.5
4,73,103,87,84.47
4,75,85,77,90.59
4,76,515,377,73.2
4,77,122,109,89.34
4,78,214,190,88.79
4,79,462,454,98.27
4,81,1585,1790,112.93
4,82,120,109,90.83
4,83,552,442,80.07
4,84,155,134,86.45
4,302,85,99,116.47
4,85,152,128,84.21
4,86,65,56,86.15
4,87,157,152,96.82
4,88,44,39,88.64
4,89,448,480,107.14
4,90,185,161,87.03
4,92,599,598,99.83
4,93,160,140,87.5
4,94,196,179,91.33
4,95,160,128,80.0
4,96,426,335,78.64
4,98,71,60,84.51
4,99,619,679,109.69
4,100,404,361,89.36
4,101,137,128,93.43
4,102,120,110,91.67
4,103,417,410,98.32
4,104,53,37,69.81
4,105,50,49,98.0
4,106,45,33,73.33
4,107,2450,2014,82.2
4,108,75,84,112.0
4,109,395,337,85.32
4,110,205,212,103.41
4,111,48,43,89.58
4,112,195,204,104.62
4,113,1744,774,44.38
4,115,806,356,44.17
4,116,617,261,42.3
4,117,1846,882,47.78
4,118,593,286,48.23
4,119,1046,523,50.0
4,120,4536,1901,41.91
4,121,703,311,44.24
4,122,948,479,50.53
4,123,137,70,51.09
4,124,497,203,40.85
4,125,814,366,44.96
4,126,903,409,45.29
4,127,973,456,46.87
4,128,1046,524,50.1
4,129,2948,1341,45.49
4,130,480,199,41.46
4,131,850,409,48.12
4,132,20214,10233,50.62
4,133,378,135,35.71
4,134,257,145,56.42
4,135,270,118,43.7
4,262,151,130,0.86
4,263,139,143,1.03
4,264,200,155,0.78
4,265,60,50,0.83
4,266,249,243,0.98
4,267,170,161,0.95
4,268,257,205,0.8
4,333,186,154,0.83
4,269,888,746,0.84
4,270,1095,981,0.9
4,271,455,376,0.83
4,272,69,68,0.99
4,273,64,51,0.8
4,274,536,433,0.81
4,275,154,151,0.98
4,276,698,513,0.73
4,277,190,177,0.93
4,278,320,285,0.89
4,334,1063,969,0.91
4,279,1506,1342,0.89
4,280,113,97,0.86
4,281,320,245,0.77
4,282,96,90,0.94
4,283,157,106,0.68
4,284,2840,2267,0.8
4,285,534,432,0.81
4,286,183,149,0.81
4,287,151,129,0.85
4,288,320,311,0.97
4,289,125,150,1.2
4,290,359,357,0.99
4,291,107,119,1.11
4,292,198,165,0.83
4,293,1946,1511,0.78
4,294,40,19,0.48
4,295,71,68,0.96
4,296,105,88,0.84
4,297,148,137,0.93
4,298,1044,853,0.82
4,299,388,334,0.86
1,670,2107,1559.0,74.0
1,671,103161,85444.0,82.8
1,672,6627,4906.0,74.0
1,673,22323,22235.0,99.6
1,674,20345,22737.0,111.8
1,675,119208,115265.0,96.7
1,676,24551,23224.0,94.6
1,677,23293,21432.0,92.0
1,678,16709,12889.0,77.1
1,679,10775,9345.0,86.7
1,680,17143,20346.0,118.7
1,681,6989,6653.0,95.2
1,682,25992,24247.0,93.3
1,683,22229,24028.0,108.1
1,684,13576,10236.0,75.4
1,685,46254,35139.0,76.0
1,686,35799,35705.0,99.7
1,687,1003,769.0,76.7
1,688,2798,2182.0,78.0
1,689,22569,21479.0,95.2
1,690,23492,22271.0,94.8
1,691,18510,18150.0,98.1
1,692,17919,17083.0,95.3
1,693,32725,23308.0,71.2
1,694,25626,25781.0,100.6
1,695,8000,6779.0,84.7
1,696,9261,7413.0,80.0
1,697,15450,12768.0,82.6
1,698,1283,923.0,71.9
1,699,9185,8407.0,91.5
1,700,34278,33234.0,97.0
1,701,16929,17062.0,100.8
1,702,25926,23738.0,91.6
1,703,72956,72134.0,98.9
1,704,1248,940.0,75.3
1,705,1898,844.0,44.5
2,670,2119,1666.0,78.6
2,671,103154,79374.0,76.9
2,672,6611,5267.0,79.7
2,673,22306,16945.0,76.0
2,674,20244,19752.0,97.6
2,675,119681,112629.0,94.1
2,676,24460,21033.0,86.0
2,677,22832,20860.0,91.4
2,678,16571,11620.0,70.1
2,679,10743,9581.0,89.2
2,680,17047,19264.0,113.0
2,681,7014,6676.0,95.2
2,682,25948,23686.0,91.3
2,683,22159,23497.0,106.0
2,684,13552,8794.0,64.9
2,685,46570,35807.0,76.9
2,686,35936,34982.0,97.3
2,687,1052,546.0,51.9
2,688,2808,1837.0,65.4
2,689,22565,20328.0,90.1
2,690,24048,20969.0,87.2
2,691,18477,17622.0,95.4
2,692,18081,17326.0,95.8
2,693,32602,23676.0,72.6
2,694,25449,23156.0,91.0
2,695,7952,7056.0,88.7
2,696,9242,7142.0,77.3
2,697,15383,11995.0,78.0
2,698,1278,958.0,75.0
2,699,9064,7774.0,85.8
2,700,33966,31651.0,93.2
2,701,16873,16351.0,96.9
2,702,25717,22892.0,89.0
2,703,72781,69350.0,95.3
2,704,1230,902.0,73.3
2,705,1901,1363.0,71.7
