DEPARTAMENTO,CODIGO MUNICIPIO,MUNICIPIO,UBICACION_ID
ANTIOQUIA,5490.0,NECOCLI,71
ANTIOQUIA,5501.0,OLAYA,72
ANTIOQUIA,5543.0,PEQUE,73
ANTIOQUIA,5541.0,PEÑOL,74
ANTIOQUIA,5576.0,PUEBLORRICO,75
ANTIOQUIA,5579.0,PUERTO BERRIO,76
ANTIOQUIA,5585.0,PUERTO NARE,77
ANTIOQUIA,5591.0,PUERTO TRIUNFO,78
ANTIOQUIA,5604.0,REMEDIOS,79
ANTIOQUIA,5607.0,RETIRO,80
ANTIOQUIA,5615.0,RIONEGRO,81
ANTIOQUIA,5628.0,SABANALARGA,82
ANTIOQUIA,5631.0,SABANETA,83
ANTIOQUIA,5642.0,SALGAR,84
ANTIOQUIA,5649.0,SAN CARLOS,85
ANTIOQUIA,5652.0,SAN FRANCISCO,86
ANTIOQUIA,5656.0,SAN JERONIMO,87
ANTIOQUIA,5658.0,SAN JOSE DE LA MONTAÑA,88
ANTIOQUIA,5659.0,SAN JUAN DE URABA,89
ANTIOQUIA,5660.0,SAN LUIS,90
ANTIOQUIA,5664.0,SAN PEDRO,91
ANTIOQUIA,5665.0,SAN PEDRO DE URABA,92
ANTIOQUIA,5667.0,SAN RAFAEL,93
ANTIOQUIA,5670.0,SAN ROQUE,94
ANTIOQUIA,5674.0,SAN VICENTE,95
ANTIOQUIA,5686.0,SANTA ROSA DE OSOS,96
ANTIOQUIA,5042.0,SANTAFE DE ANTIOQUIA,97
ANTIOQUIA,5690.0,SANTO DOMINGO,98
ANTIOQUIA,5736.0,SEGOVIA,99
ANTIOQUIA,5756.0,SONSON,100
ANTIOQUIA,5761.0,SOPETRAN,101
ANTIOQUIA,5789.0,TAMESIS,102
ANTIOQUIA,5790.0,TARAZA,103
ANTIOQUIA,5792.0,TARSO,104
ANTIOQUIA,5809.0,TITIRIBI,105
ANTIOQUIA,5819.0,TOLEDO,106
ANTIOQUIA,5837.0,TURBO,107
ANTIOQUIA,5842.0,URAMITA,108
ANTIOQUIA,5847.0,URRAO,109
ANTIOQUIA,5854.0,VALDIVIA,110
ANTIOQUIA,5856.0,VALPARAISO,111
ANTIOQUIA,5858.0,VEGACHI,112
ATLANTICO,8078.0,BARANOA,113
ATLANTICO,8001.0,BARRANQUILLA,114
ATLANTICO,8137.0,CAMPO DE LA CRUZ,115
ATLANTICO,8141.0,CANDELARIA,116
ATLANTICO,8296.0,GALAPA,117
ATLANTICO,8372.0,JUAN DE ACOSTA,118
ATLANTICO,8421.0,LURUACO,119
ATLANTICO,8433.0,MALAMBO,120
ATLANTICO,8436.0,MANATI,121
ATLANTICO,8520.0,PALMAR DE VARELA,122
ATLANTICO,8549.0,PIOJO,123
ATLANTICO,8558.0,POLONUEVO,124
ATLANTICO,8560.0,PONEDERA,125
ATLANTICO,8573.0,PUERTO COLOMBIA,126
ATLANTICO,8606.0,REPELON,127
ATLANTICO,8634.0,SABANAGRANDE,128
ATLANTICO,8638.0,SABANALARGA,129
ATLANTICO,8675.0,SANTA LUCIA,130
ATLANTICO,8685.0,SANTO TOMAS,131
ATLANTICO,8758.0,SOLEDAD,132
ATLANTICO,8770.0,SUAN,133
ATLANTICO,8832.0,TUBARA,134
ATLANTICO,8849.0,USIACURI,135
NORTE DE SANTANDER,54003.0,ABREGO,136
NORTE DE SANTANDER,54051.0,ARBOLEDAS,137
NORTE DE SANTANDER,54099.0,BOCHALEMA,138
NORTE DE SANTANDER,54109.0,BUCARASICA,139
NORTE DE SANTANDER,54128.0,CACHIRA,140
NORTE DE SANTANDER,54125.0,CACOTA,141
NORTE DE SANTANDER,54172.0,CHINACOTA,142
NORTE DE SANTANDER,54174.0,CHITAGA,143
NORTE DE SANTANDER,54206.0,CONVENCION,144
NORTE DE SANTANDER,54001.0,CUCUTA,145
NORTE DE SANTANDER,54223.0,CUCUTILLA,146
NORTE DE SANTANDER,54239.0,DURANIA,147
NORTE DE SANTANDER,54245.0,EL CARMEN,148
NORTE DE SANTANDER,54250.0,EL TARRA,149
NORTE DE SANTANDER,54261.0,EL ZULIA,150
NORTE DE SANTANDER,54313.0,GRAMALOTE,151
NORTE DE SANTANDER,54344.0,HACARI,152
NORTE DE SANTANDER,54347.0,HERRAN,153
NORTE DE SANTANDER,54385.0,LA ESPERANZA,154
NORTE DE SANTANDER,54398.0,LA PLAYA,155
NORTE DE SANTANDER,54377.0,LABATECA,156
NORTE DE SANTANDER,54405.0,LOS PATIOS,157
NORTE DE SANTANDER,54418.0,LOURDES,158
NORTE DE SANTANDER,54480.0,MUTISCUA,159
NORTE DE SANTANDER,54498.0,OCAÑA,160
