FECHA_ID,UBICACION_ID,IPM_POBREZA,IPM_SIN_SALUD,IPM_SIN_ACCESO_SALUD,NIVEL_SISBEN,PROPORCION_RURAL,EDUCACIÓN_NETA_TOTAL,INGRESOS TOTALES,PCTE_POBLACION_RURAL
1,420,0,0,0,0,0,0.72,5286.73,0
1,421,0,0,0,0,0,0.93,8117.76,0
1,422,0,0,0,0,0,0.91,3701.35,0
1,423,0,0,0,0,0,0.93,12358.25,0
1,424,0,0,0,0,0,0.68,6946.56,0
1,425,0,0,0,0,0,0.77,13694.33,0
1,426,0,0,0,0,0,1.24,14789.25,0
1,427,0,0,0,0,0,1.01,10536.02,0
1,428,0,0,0,0,0,0.92,11112.65,0
1,429,0,0,0,0,0,1.05,10190.08,0
1,430,0,0,0,0,0,1.01,17362.81,0
1,431,0,0,0,0,0,0.79,12392.72,0
1,432,0,0,0,0,0,1.03,11196.5,0
1,433,0,0,0,0,0,0.8,20526.47,0
1,434,0,0,0,0,0,0.87,17203.36,0
1,435,0,0,0,0,0,0.94,6023.6,0
1,436,0,0,0,0,0,0.74,24990.27,0
1,437,0,0,0,0,0,0.77,4822.73,0
1,438,0,0,0,0,0,0.66,6231,0
1,439,0,0,0,0,0,0.82,4230.34,0
1,440,0,0,0,0,0,0.97,101595.29,0
1,441,0,0,0,0,0,1,7814.24,0
1,442,0,0,0,0,0,0.76,5492.83,0
1,443,0,0,0,0,0,0.64,14002.75,0
1,444,0,0,0,0,0,0.78,10306.28,0
1,445,0,0,0,0,0,1.05,4940.57,0
1,446,0,0,0,0,0,1.05,8529.84,0
1,447,0,0,0,0,0,0.95,21368.99,0
1,448,0,0,0,0,0,1.02,1032046.17,0
1,449,0,0,0,0,0,0.83,9591.19,0
1,450,0,0,0,0,0,1.06,7744.37,0
1,451,0,0,0,0,0,0.8,14920.83,0
1,452,0,0,0,0,0,0.81,6615.55,0
1,453,0,0,0,0,0,0.94,10391.76,0
1,454,0,0,0,0,0,0.81,25493.56,0
1,455,0,0,0,0,0,1.16,6149.6,0
1,456,0,0,0,0,0,0.99,7897.14,0
1,457,0,0,0,0,0,0.78,4054.53,0
1,458,0,0,0,0,0,0.86,4751.9,0
1,459,0,0,0,0,0,0.81,8581.65,0
1,460,0,0,0,0,0,1.89,24154.37,0
1,461,0,0,0,0,0,0.81,9754.95,0
1,462,0,0,0,0,0,0.97,9915.81,0
1,463,0,0,0,0,0,1.24,25229.73,0
1,464,0,0,0,0,0,0.7,8271.65,0
1,465,0,0,0,0,0,0.82,8108.56,0
1,466,0,0,0,0,0,0.76,191586.93,0
1,467,0,0,0,0,0,0.89,5960.33,0
1,468,0,0,0,0,0,0.81,5852,0
1,469,0,0,0,0,0,0.77,4297.88,0
1,470,0,0,0,0,0,0.79,5117.49,0
1,471,0,0,0,0,0,0.84,3863.32,0
1,472,0,0,0,0,0,1.08,3985,0
1,473,0,0,0,0,0,0.76,4762.22,0
1,474,0,0,0,0,0,0.78,5666.04,0
1,475,0,0,0,0,0,0.73,5340.86,0
1,476,0,0,0,0,0,0.98,8086.83,0
1,477,0,0,0,0,0,0.87,5028.65,0
1,478,0,0,0,0,0,0.88,3618.3,0
1,479,0,0,0,0,0,0.96,432819.01,0
1,480,0,0,0,0,0,0.93,3683.89,0
1,481,0,0,0,0,0,0.7,8712.61,0
1,482,0,0,0,0,0,0.89,8205.29,0
1,483,0,0,0,0,0,0.92,10642.26,0
1,484,0,0,0,0,0,0.95,3547.64,0
1,485,0,0,0,0,0,0.74,7074.76,0
1,486,0,0,0,0,0,0.51,2970.51,0
1,487,0,0,0,0,0,0.8,6548.25,0
1,488,0,0,0,0,0,0.85,4920.34,0
1,489,0,0,0,0,0,0.7,5289.74,0
1,490,0,0,0,0,0,0.74,19523.48,0
1,491,0,0,0,0,0,0.79,2731.55,0
1,492,0,0,0,0,0,0.81,2820.05,0
1,493,0,0,0,0,0,0.88,30594.71,0
1,494,0,0,0,0,0,0.66,20157.08,0
1,495,0,0,0,0,0,0.78,3531.02,0
1,496,0,0,0,0,0,0.63,5127.46,0
1,497,0,0,0,0,0,0.53,4067.36,0
1,498,0,0,0,0,0,0.83,5417.26,0
1,499,0,0,0,0,0,0.7,6699.8,0
1,500,0,0,0,0,0,0.76,5002,0
1,501,0,0,0,0,0,0.54,3016.75,0
1,502,0,0,0,0,0,0.79,10514.46,0
1,503,0,0,0,0,0,0.72,3794.88,0
1,504,0,0,0,0,0,0.64,8875.84,0
1,505,0,0,0,0,0,0.85,19104.42,0
1,506,0,0,0,0,0,0.82,8599.88,0
1,507,0,0,0,0,0,0.73,3348.29,0
1,508,0,0,0,0,0,0.77,24809.6,0
1,509,0,0,0,0,0,0.73,15553.76,0
1,510,0,0,0,0,0,0.65,3408.38,0
1,511,0,0,0,0,0,0.68,3363.92,0
1,512,0,0,0,0,0,0.85,5771.6,0
1,513,0,0,0,0,0,0.91,11057.84,0
1,514,0,0,0,0,0,0.78,6103.58,0
1,515,0,0,0,0,0,1,273803.05,0
1,516,0,0,0,0,0,0.75,3885.11,0
1,517,0,0,0,0,0,0.94,6121.02,0
1,518,0,0,0,0,0,0.98,403987.08,0
1,519,0,0,0,0,0,0.61,3656.2,0
1,520,0,0,0,0,0,0.65,2305.49,0
1,521,0,0,0,0,0,0.93,4754.93,0
1,522,0,0,0,0,0,0.79,4477.99,0
1,523,0,0,0,0,0,0.94,3428.96,0
1,524,0,0,0,0,0,0.78,4967.2,0
1,525,0,0,0,0,0,1.02,6521.15,0
1,526,0,0,0,0,0,0.77,2946.24,0
1,527,0,0,0,0,0,0.88,3696.46,0
1,528,0,0,0,0,0,0.73,3751.37,0
1,529,0,0,0,0,0,0.72,26917.4,0
1,530,0,0,0,0,0,0.75,5164.21,0
1,531,0,0,0,0,0,0.69,2944.83,0
1,532,0,0,0,0,0,0.74,3020.67,0
1,533,0,0,0,0,0,0.62,4499.28,0
1,534,0,0,0,0,0,0.8,6465.64,0
1,535,0,0,0,0,0,0.75,11186.17,0
1,536,0,0,0,0,0,0.85,2525.19,0
1,537,0,0,0,0,0,0.77,4861.96,0
1,538,0,0,0,0,0,0.97,7246.7,0
1,539,0,0,0,0,0,0.85,3759.93,0
1,540,0,0,0,0,0,0.96,3706.5,0
1,541,0,0,0,0,0,0.81,120472.41,0
1,542,0,0,0,0,0,0.81,6295.62,0
1,543,0,0,0,0,0,0.94,3289.55,0
1,544,0,0,0,0,0,0.67,86436.21,0
1,545,0,0,0,0,0,0.84,2863.3,0
1,546,0,0,0,0,0,0.88,3757.91,0
1,547,0,0,0,0,0,0.84,2128.32,0
1,548,0,0,0,0,0,0.71,3110.31,0
1,549,0,0,0,0,0,0.63,3933.87,0
1,550,0,0,0,0,0,0.78,3601.08,0
1,551,0,0,0,0,0,0.95,3613.22,0
1,552,0,0,0,0,0,1.2,3185.17,0
1,553,0,0,0,0,0,0.65,4825.24,0
1,554,0,0,0,0,0,0.8,5049.02,0
1,555,0,0,0,0,0,0,6288,0
1,556,0,0,0,0,0,0.89,12130.95,0
1,557,0,0,0,0,0,0.83,7725.3,0
1,558,0,0,0,0,0,1.03,3685.21,0
1,559,0,0,0,0,0,0.98,3262.91,0
1,560,0,0,0,0,0,0.87,6280.73,0
1,561,0,0,0,0,0,0.74,4380.14,0
1,562,0,0,0,0,0,1.06,9165.88,0
1,563,0,0,0,0,0,0.84,3636.09,0
1,564,0,0,0,0,0,0.79,7124.13,0
1,565,0,0,0,0,0,0.72,5199.24,0
1,566,0,0,0,0,0,0.5,2690.39,0
1,567,0,0,0,0,0,0.86,3113.25,0
1,568,0,0,0,0,0,0.89,39918.55,0
1,569,0,0,0,0,0,0.69,3284.72,0
1,570,0,0,0,0,0,1.23,8084.72,0
1,571,0,0,0,0,0,0.65,6715.46,0
1,572,0,0,0,0,0,0.92,24719.47,0
1,573,0,0,0,0,0,0.82,4908.85,0
1,574,0,0,0,0,0,0.84,16453.32,0
1,575,0,0,0,0,0,1.2,27356.04,0
1,576,0,0,0,0,0,0.97,6820.69,0
1,577,0,0,0,0,0,0.57,2642.55,0
1,578,0,0,0,0,0,1.05,23325.11,0
1,579,0,0,0,0,0,0.78,3772.67,0
1,580,0,0,0,0,0,0.77,4673.92,0
1,581,0,0,0,0,0,0.56,3678.23,0
1,582,0,0,0,0,0,0.81,32432.9,0
1,583,0,0,0,0,0,0.82,2877.45,0
1,584,0,0,0,0,0,0.76,4069.07,0
1,585,0,0,0,0,0,0.81,7199.46,0
1,586,0,0,0,0,0,0.91,13053.89,0
1,587,0,0,0,0,0,0.85,6920.1,0
1,588,0,0,0,0,0,1.03,5147.46,0
1,589,0,0,0,0,0,0.9,3406.5,0
1,590,0,0,0,0,0,0.79,4206.21,0
1,591,0,0,0,0,0,0.87,3676.31,0
1,592,0,0,0,0,0,0.49,2037.5,0
1,593,0,0,0,0,0,0.97,4906.64,0
1,594,0,0,0,0,0,0.93,7479.67,0
1,595,0,0,0,0,0,0.9,4846.72,0
1,596,0,0,0,0,0,0.57,6048.17,0
1,597,0,0,0,0,0,0.87,8339.68,0
1,598,0,0,0,0,0,0.77,10681.25,0
1,599,0,0,0,0,0,0.78,3798.95,0
1,600,0,0,0,0,0,0.94,7966.27,0
1,601,0,0,0,0,0,0.96,14038.74,0
1,602,0,0,0,0,0,0.88,14733.9,0
1,603,0,0,0,0,0,1.06,34774.82,0
1,604,0,0,0,0,0,0.94,74447.77,0
1,605,0,0,0,0,0,1.01,17021.29,0
1,606,0,0,0,0,0,0.67,4127.25,0
1,607,0,0,0,0,0,0.99,21312.97,0
1,608,0,0,0,0,0,0.95,6046.09,0
1,609,0,0,0,0,0,0.88,5074.97,0
1,610,0,0,0,0,0,1,19815.89,0
1,611,0,0,0,0,0,0.98,7559.64,0
1,612,0,0,0,0,0,0.94,11568.22,0
1,613,0,0,0,0,0,0.82,36550.22,0
1,614,0,0,0,0,0,0.96,6038.84,0
1,615,0,0,0,0,0,0.88,12714.29,0
1,616,0,0,0,0,0,0.99,5786.61,0
1,617,0,0,0,0,0,0.73,7101.68,0
1,618,0,0,0,0,0,0.96,186440.34,0
1,619,0,0,0,0,0,0.84,19659.55,0
1,620,0,0,0,0,0,0.9,6950.23,0
1,621,0,0,0,0,0,0.85,8288.73,0
1,622,0,0,0,0,0,0.96,11125.49,0
1,623,0,0,0,0,0,0.77,7371.53,0
1,624,0,0,0,0,0,0.76,18568.89,0
1,625,0,0,0,0,0,0.84,7142.38,0
1,626,0,0,0,0,0,0.79,7443.76,0
1,627,0,0,0,0,0,0.97,117894.46,0
1,628,0,0,0,0,0,0.77,3357.06,0
1,629,0,0,0,0,0,0.9,5032.51,0
1,630,0,0,0,0,0,0.96,4466.81,0
1,631,0,0,0,0,0,0.84,9219.23,0
1,632,0,0,0,0,0,1.05,109791.56,0
1,633,0,0,0,0,0,0.96,17688.18,0
2,335,0,0,0,0,0,0.94,9205.12,0
2,336,0,0,0,0,0,0.91,2904.22,0
2,337,0,0,0,0,0,1.15,4841.04,0
2,338,0,0,0,0,0,0.81,11312.21,0
2,339,0,0,0,0,0,0.95,15115.16,0
2,340,0,0,0,0,0,0.82,23569.84,0
2,341,0,0,0,0,0,0.78,4296.84,0
2,342,0,0,0,0,0,0.81,10565.55,0
2,343,0,0,0,0,0,0.92,16233.97,0
2,344,0,0,0,0,0,0.92,5013.13,0
2,345,0,0,0,0,0,0.7,81995.09,0
2,346,0,0,0,0,0,0.84,13976.02,0
2,347,0,0,0,0,0,0.84,6681.83,0
2,348,0,0,0,0,0,0.85,4170.75,0
2,349,0,0,0,0,0,0.81,22524.72,0
2,350,0,0,0,0,0,0.83,231009.12,0
2,351,0,0,0,0,0,0.93,4959.88,0
2,352,0,0,0,0,0,0.88,7891.03,0
2,353,0,0,0,0,0,0.91,9584.65,0
2,354,0,0,0,0,0,0.9,6419.7,0
2,355,0,0,0,0,0,0.95,5763.12,0
2,356,0,0,0,0,0,0.77,6208.32,0
2,357,0,0,0,0,0,0.89,22588.7,0
2,358,0,0,0,0,0,0.93,8309.09,0
2,359,0,0,0,0,0,0.78,3770.7,0
2,360,0,0,0,0,0,0.84,7722.65,0
2,361,0,0,0,0,0,0.87,18283.09,0
2,362,0,0,0,0,0,1.17,8038.25,0
2,363,0,0,0,0,0,0.75,42969.45,0
2,364,0,0,0,0,0,0.83,10004.98,0
2,365,0,0,0,0,0,0.98,6437.72,0
2,366,0,0,0,0,0,0.87,12061.32,0
2,367,0,0,0,0,0,0.91,8249.86,0
2,368,0,0,0,0,0,1.13,5196.32,0
2,369,0,0,0,0,0,0.79,11155.88,0
2,370,0,0,0,0,0,1.01,33823.26,0
2,371,0,0,0,0,0,0.8,14978.65,0
2,372,0,0,0,0,0,0.79,12773.48,0
2,373,0,0,0,0,0,0.85,7209.69,0
2,374,0,0,0,0,0,0.96,26510.25,0
2,375,0,0,0,0,0,0.83,15539.33,0
2,376,0,0,0,0,0,1.08,12879.54,0
2,377,0,0,0,0,0,0,7033.86,0
2,378,0,0,0,0,0,0.74,191251.96,0
2,379,0,0,0,0,0,0.89,11459.51,0
2,380,0,0,0,0,0,1.19,13088.45,0
2,381,0,0,0,0,0,0.98,3973.82,0
2,382,0,0,0,0,0,0.84,25994.59,0
2,383,0,0,0,0,0,0.93,6424.87,0
2,384,0,0,0,0,0,1.01,5364.29,0
2,385,0,0,0,0,0,0.76,20315.7,0
2,386,0,0,0,0,0,1.07,9306.12,0
2,387,0,0,0,0,0,0.76,5817.91,0
2,388,0,0,0,0,0,0.83,6472.16,0
2,389,0,0,0,0,0,1,3911.93,0
2,390,0,0,0,0,0,0.91,6738.78,0
2,391,0,0,0,0,0,0.95,8574.44,0
2,392,0,0,0,0,0,0.93,26978.99,0
2,393,0,0,0,0,0,0.98,34389.73,0
2,394,0,0,0,0,0,1.16,7239.22,0
2,395,0,0,0,0,0,0.94,9509.3,0
2,396,0,0,0,0,0,0.97,6041.69,0
2,397,0,0,0,0,0,1.23,7642.58,0
2,398,0,0,0,0,0,0.89,24248.75,0
2,399,0,0,0,0,0,1.08,2972608.09,0
2,400,0,0,0,0,0,0.87,5511.4,0
2,401,0,0,0,0,0,0.96,6049.83,0
2,402,0,0,0,0,0,0.86,11795.98,0
2,403,0,0,0,0,0,0.59,6716.1,0
2,404,0,0,0,0,0,0.93,19168.16,0
2,405,0,0,0,0,0,0.87,26265.21,0
2,406,0,0,0,0,0,0.8,3810.24,0
2,407,0,0,0,0,0,0.8,7470.33,0
2,408,0,0,0,0,0,0.93,13265.47,0
2,409,0,0,0,0,0,0.89,7450.39,0
2,410,0,0,0,0,0,0.89,23384.17,0
2,411,0,0,0,0,0,0.76,24428.66,0
2,412,0,0,0,0,0,0.84,15275.11,0
2,413,0,0,0,0,0,1,18978.28,0
2,414,0,0,0,0,0,1.03,16646.36,0
2,415,0,0,0,0,0,0.92,139365.17,0
2,416,0,0,0,0,0,1.29,7039.68,0
2,417,0,0,0,0,0,1.15,65734.42,0
2,418,0,0,0,0,0,0.78,7978.07,0
2,419,0,0,0,0,0,0.87,15022.45,0
2,420,0,0,0,0,0,0.71,5038.79,0
2,421,0,0,0,0,0,0.92,9347.63,0
2,422,0,0,0,0,0,0.89,3362.26,0
2,423,0,0,0,0,0,0.93,14463.25,0
2,424,0,0,0,0,0,1.07,6719.37,0
2,425,0,0,0,0,0,1.17,14578.71,0
2,426,0,0,0,0,0,1.24,16199.84,0
2,427,0,0,0,0,0,1,10073.4,0
2,428,0,0,0,0,0,0.93,11158.67,0
2,429,0,0,0,0,0,1.09,10463.62,0
2,430,0,0,0,0,0,0.98,17875.38,0
2,431,0,0,0,0,0,0.86,15714.86,0
2,432,0,0,0,0,0,1.05,7281.45,0
2,433,0,0,0,0,0,0.84,17257.03,0
2,434,0,0,0,0,0,0.94,21009.64,0
2,435,0,0,0,0,0,0.93,8162.58,0
2,436,0,0,0,0,0,0.76,23544.55,0
2,437,0,0,0,0,0,0.8,5407.73,0
2,438,0,0,0,0,0,0.65,7903.6,0
2,439,0,0,0,0,0,0.89,4327.7,0
2,440,0,0,0,0,0,0.98,106813.87,0
2,441,0,0,0,0,0,1.03,8844.34,0
2,442,0,0,0,0,0,0.74,7080.37,0
2,443,0,0,0,0,0,0.66,16561.18,0
2,444,0,0,0,0,0,0.77,11791.35,0
2,445,0,0,0,0,0,0.8,5246.07,0
2,446,0,0,0,0,0,1.1,9124.6,0
2,447,0,0,0,0,0,0.96,18863.58,0
2,448,0,0,0,0,0,1.09,1184132.16,0
2,449,0,0,0,0,0,0.9,8471.96,0
2,450,0,0,0,0,0,0.81,6933.89,0
2,451,0,0,0,0,0,0.78,14209.79,0
2,452,0,0,0,0,0,0.9,9070.81,0
2,453,0,0,0,0,0,0.92,13837.09,0
2,454,0,0,0,0,0,0.88,51885.47,0
2,455,0,0,0,0,0,1.11,6405.57,0
2,456,0,0,0,0,0,0.95,0,0
2,457,0,0,0,0,0,0.78,4031.43,0
2,458,0,0,0,0,0,0.87,5390.68,0
2,459,0,0,0,0,0,0.81,8064.82,0
2,460,0,0,0,0,0,1.83,32174.32,0
2,461,0,0,0,0,0,0.83,8833.63,0
2,462,0,0,0,0,0,0.95,9758.02,0
2,463,0,0,0,0,0,1.29,24536.85,0
2,464,0,0,0,0,0,0.71,6473.01,0
2,465,0,0,0,0,0,0.83,8873.3,0
2,466,0,0,0,0,0,0.75,227896.73,0
2,467,0,0,0,0,0,0.96,6080.75,0
2,468,0,0,0,0,0,0.87,4720.71,0
2,469,0,0,0,0,0,0.75,4668.24,0
2,470,0,0,0,0,0,0.76,4348,0
2,471,0,0,0,0,0,0.82,4784.77,0
2,472,0,0,0,0,0,1.08,3687.83,0
2,473,0,0,0,0,0,0.83,4894.76,0
2,474,0,0,0,0,0,0.78,5640.28,0
2,475,0,0,0,0,0,0.7,6522.17,0
2,476,0,0,0,0,0,1,7409.7,0
2,477,0,0,0,0,0,0.86,5596.09,0
2,478,0,0,0,0,0,0.95,3528.79,0
2,479,0,0,0,0,0,0.95,414931.7,0
2,480,0,0,0,0,0,0.96,3154.32,0
2,481,0,0,0,0,0,0.67,8021.65,0
2,482,0,0,0,0,0,0.88,7904.69,0
2,483,0,0,0,0,0,0.88,10374.41,0
2,484,0,0,0,0,0,0.94,3044.59,0
2,485,0,0,0,0,0,0.64,6718.19,0
2,486,0,0,0,0,0,0.51,3330.71,0
2,487,0,0,0,0,0,0.78,6559.4,0
2,488,0,0,0,0,0,0.79,4935.63,0
2,489,0,0,0,0,0,0.72,4546.94,0
2,490,0,0,0,0,0,0.73,19178.02,0
2,491,0,0,0,0,0,1.61,2783.61,0
2,492,0,0,0,0,0,0.82,2976.04,0
2,493,0,0,0,0,0,0.89,38556.34,0
2,494,0,0,0,0,0,0.66,13783.12,0
2,495,0,0,0,0,0,0.8,4057.31,0
2,496,0,0,0,0,0,0.64,5469.41,0
2,497,0,0,0,0,0,0.56,3429.05,0
2,498,0,0,0,0,0,0.85,5324.87,0
2,499,0,0,0,0,0,0.58,6365.13,0
2,500,0,0,0,0,0,0.86,4814.32,0
2,501,0,0,0,0,0,0.58,2904.6,0
2,502,0,0,0,0,0,0.73,11008.05,0
2,503,0,0,0,0,0,0.74,3587.01,0
2,504,0,0,0,0,0,0.52,7875.78,0
2,505,0,0,0,0,0,0.82,21836.27,0
2,506,0,0,0,0,0,0.89,8082.15,0
2,507,0,0,0,0,0,0.73,2397.97,0
2,508,0,0,0,0,0,0.77,27006.03,0
2,509,0,0,0,0,0,0.68,14673.2,0
2,510,0,0,0,0,0,0.6,7664.63,0
2,511,0,0,0,0,0,0.7,3584.69,0
2,512,0,0,0,0,0,0.89,6040.86,0
2,513,0,0,0,0,0,0.81,10884.26,0
2,514,0,0,0,0,0,0.82,8488.73,0
2,515,0,0,0,0,0,1.05,319321.88,0
2,516,0,0,0,0,0,0.91,4253.6,0
2,517,0,0,0,0,0,0.91,7339.09,0
2,518,0,0,0,0,0,0.98,394170.43,0
2,519,0,0,0,0,0,0.87,2994.69,0
2,520,0,0,0,0,0,0.72,1800.53,0
2,521,0,0,0,0,0,1,4787.97,0
2,522,0,0,0,0,0,0.8,4539.22,0
2,523,0,0,0,0,0,0.91,3733.84,0
2,524,0,0,0,0,0,0.78,6226.19,0
2,525,0,0,0,0,0,1.04,6265.46,0
2,526,0,0,0,0,0,0.8,2444.63,0
2,527,0,0,0,0,0,0.9,4307.39,0
2,528,0,0,0,0,0,0.73,4078.47,0
2,529,0,0,0,0,0,0.71,24314.54,0
2,530,0,0,0,0,0,1.13,4677.95,0
2,531,0,0,0,0,0,0.71,3220.55,0
2,532,0,0,0,0,0,0.78,3669.35,0
2,533,0,0,0,0,0,0.64,4931.18,0
2,534,0,0,0,0,0,0.81,6183.46,0
2,535,0,0,0,0,0,0.77,11164.75,0
2,536,0,0,0,0,0,0.83,2030.9,0
2,537,0,0,0,0,0,0.9,4943.82,0
2,538,0,0,0,0,0,0.98,7842.56,0
2,539,0,0,0,0,0,0.87,3541.75,0
2,540,0,0,0,0,0,1.01,4351.91,0
2,541,0,0,0,0,0,0.84,132236.22,0
2,542,0,0,0,0,0,0.81,6487.33,0
2,543,0,0,0,0,0,1.01,3779.99,0
2,544,0,0,0,0,0,0.73,94122.73,0
2,545,0,0,0,0,0,0.86,4968.91,0
2,546,0,0,0,0,0,1.01,3822.11,0
2,547,0,0,0,0,0,0.85,1915.31,0
2,548,0,0,0,0,0,0.71,3201.76,0
2,549,0,0,0,0,0,0.66,3816.12,0
2,550,0,0,0,0,0,0.82,3168.56,0
2,551,0,0,0,0,0,0.93,4122.2,0
2,552,0,0,0,0,0,1.27,3061.51,0
2,553,0,0,0,0,0,0.64,49657.38,0
2,554,0,0,0,0,0,0.89,4011.01,0
2,555,0,0,0,0,0,0,6947.23,0
2,556,0,0,0,0,0,0.88,14090.41,0
2,557,0,0,0,0,0,0.86,6369.33,0
2,558,0,0,0,0,0,1.03,4010.69,0
2,559,0,0,0,0,0,1,3185.67,0
2,560,0,0,0,0,0,0.88,6265.73,0
2,561,0,0,0,0,0,0.75,5538.08,0
2,562,0,0,0,0,0,1.06,10186.97,0
2,563,0,0,0,0,0,0.84,3272.14,0
2,564,0,0,0,0,0,0.78,7354.3,0
2,565,0,0,0,0,0,0.74,4537.68,0
2,566,0,0,0,0,0,0.52,2694.36,0
2,567,0,0,0,0,0,0.93,2992.32,0
2,568,0,0,0,0,0,0.95,79318.62,0
2,569,0,0,0,0,0,0.7,3109.85,0
2,570,0,0,0,0,0,1.27,9900.08,0
2,571,0,0,0,0,0,0.69,5563.11,0
2,572,0,0,0,0,0,0.98,25564.96,0
2,573,0,0,0,0,0,0.81,3499.11,0
2,574,0,0,0,0,0,0.92,18980.7,0
2,575,0,0,0,0,0,1.36,34260.23,0
2,576,0,0,0,0,0,0.99,7418.48,0
2,577,0,0,0,0,0,0.57,2941.13,0
2,578,0,0,0,0,0,1.09,23462.37,0
2,579,0,0,0,0,0,0.81,3371.34,0
2,580,0,0,0,0,0,0.78,4431.77,0
2,581,0,0,0,0,0,0.49,3563.65,0
2,582,0,0,0,0,0,0.84,31816.7,0
2,583,0,0,0,0,0,0.9,2534.68,0
2,584,0,0,0,0,0,0.74,4107.28,0
2,585,0,0,0,0,0,0.84,5938.94,0
2,586,0,0,0,0,0,0.93,15536.77,0
